Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
SLC35D1	976.0592443	-0.419760889	0.08988461	-4.669997337	3.01E-06	6.63E-05	chr1	66999332	67054099	ENSG00000116704	protein_coding	SLC35D1	ENSG00000116704	protein_coding
PPP1R9A	260.7261236	-0.757697442	0.162463358	-4.663805133	3.10E-06	6.83E-05	chr7	94907202	95296415	ENSG00000158528	protein_coding	PPP1R9A	ENSG00000158528	protein_coding
ELL2	1781.969313	0.454116955	0.097562286	4.654636289	3.25E-06	7.12E-05	chr5	95885098	95962071	ENSG00000118985	protein_coding	ELL2	ENSG00000118985	protein_coding
RNF20	1591.01394	-0.341151146	0.073645988	-4.632311326	3.62E-06	7.89E-05	chr9	101533851	101563344	ENSG00000155827	protein_coding	RNF20	ENSG00000155827	protein_coding
POMGNT2	305.2185811	-0.660886608	0.142839254	-4.626785624	3.71E-06	8.09E-05	chr3	43079232	43106076	ENSG00000144647	protein_coding	POMGNT2	ENSG00000144647	protein_coding
PDIA3	11612.72528	0.319112698	0.069006463	4.624388534	3.76E-06	8.18E-05	chr15	43746392	43773279	ENSG00000167004	protein_coding	PDIA3	ENSG00000167004	protein_coding
IFITM10	1226.993248	0.398936805	0.08628496	4.623480231	3.77E-06	8.20E-05	chr11	1732410	1750591	ENSG00000244242	protein_coding	IFITM10	ENSG00000244242	protein_coding
TK2	107.1145911	-0.968805642	0.209583015	-4.62253892	3.79E-06	8.23E-05	chr16	66508003	66552544	ENSG00000166548	protein_coding	TK2	ENSG00000166548	protein_coding
PDIA6	13200.86468	0.295719216	0.064032053	4.618299802	3.87E-06	8.38E-05	chr2	10783391	10837977	ENSG00000143870	protein_coding	PDIA6	ENSG00000143870	protein_coding
POLR3B	995.2936947	0.394315944	0.085393956	4.617609537	3.88E-06	8.40E-05	chr12	106357658	106510198	ENSG00000013503	protein_coding	POLR3B	ENSG00000013503	protein_coding
KATNBL1	733.8561358	-0.456054425	0.098909497	-4.610825413	4.01E-06	8.64E-05	chr15	34140674	34210096	ENSG00000134152	protein_coding	KATNBL1	ENSG00000134152	protein_coding
TMCO3	3409.140261	0.459411418	0.099636185	4.610889305	4.01E-06	8.64E-05	chr13	113490995	113554590	ENSG00000150403	protein_coding	TMCO3	ENSG00000150403	protein_coding
ACOT9	969.273959	0.411231254	0.089203235	4.610048671	4.03E-06	8.66E-05	chrX	23702253	23766475	ENSG00000123130	protein_coding	ACOT9	ENSG00000123130	protein_coding
MAP3K21	693.2439371	-0.468707129	0.101720037	-4.607815161	4.07E-06	8.73E-05	chr1	233327768	233385148	ENSG00000143674	protein_coding	RP5-862P8.2	ENSG00000143674	protein_coding
GALNT11	1043.193194	-0.377744385	0.082046266	-4.604041163	4.14E-06	8.84E-05	chr7	152025674	152122347	ENSG00000178234	protein_coding	GALNT11	ENSG00000178234	protein_coding
TCEA2	771.8181931	-0.450178725	0.097787576	-4.603639272	4.15E-06	8.84E-05	chr20	64049836	64072347	ENSG00000171703	protein_coding	TCEA2	ENSG00000171703	protein_coding
PBX3	2397.429091	-0.352200301	0.076659068	-4.594372332	4.34E-06	9.23E-05	chr9	125747345	125967377	ENSG00000167081	protein_coding	PBX3	ENSG00000167081	protein_coding
PHKA1	731.0167816	-0.441494061	0.096106759	-4.593787842	4.35E-06	9.24E-05	chrX	72578814	72714319	ENSG00000067177	protein_coding	PHKA1	ENSG00000067177	protein_coding
TCTN2	287.6754057	-0.678646137	0.147749745	-4.593213608	4.36E-06	9.25E-05	chr12	123671113	123708403	ENSG00000168778	protein_coding	TCTN2	ENSG00000168778	protein_coding
TACC2	1228.613151	-0.428074211	0.093204747	-4.592837013	4.37E-06	9.26E-05	chr10	121989174	122254545	ENSG00000138162	protein_coding	TACC2	ENSG00000138162	protein_coding
ARMCX5	1033.233317	0.386460965	0.084173267	4.591255361	4.41E-06	9.32E-05	chrX	102599168	102604159	ENSG00000125962	protein_coding	ARMCX5	ENSG00000125962	protein_coding
LRRC59	15094.46373	0.286471507	0.062417872	4.58957506	4.44E-06	9.38E-05	chr17	50375059	50397553	ENSG00000108829	protein_coding	LRRC59	ENSG00000108829	protein_coding
PGM3	3280.250255	0.3736836	0.081597081	4.579619716	4.66E-06	9.78E-05	chr6	83161150	83193936	ENSG00000013375	protein_coding	PGM3	ENSG00000013375	protein_coding
COCH	236.4221238	-0.668561192	0.146029478	-4.578261883	4.69E-06	9.80E-05	chr14	30874514	30895065	ENSG00000100473	protein_coding	COCH	ENSG00000100473	protein_coding
TTC30B	231.9192683	-0.651585184	0.142321332	-4.578267884	4.69E-06	9.80E-05	chr2	177548998	177553014	ENSG00000196659	protein_coding	TTC30B	ENSG00000196659	protein_coding
VARS2	913.8143919	-0.476607798	0.104093822	-4.578636747	4.68E-06	9.80E-05	chr6	30908242	30926459	ENSG00000137411	protein_coding	VARS2	ENSG00000137411	protein_coding
TMEM184A	3752.699065	0.292083019	0.063845552	4.574837407	4.77E-06	9.95E-05	chr7	1542235	1560821	ENSG00000164855	protein_coding	TMEM184A	ENSG00000164855	protein_coding
NFYB	1423.943147	-0.350769579	0.076726924	-4.571662219	4.84E-06	0.000100732	chr12	104117077	104138289	ENSG00000120837	protein_coding	NFYB	ENSG00000120837	protein_coding
SRI	978.3537766	-0.461648301	0.101174272	-4.562902139	5.05E-06	0.000104882	chr7	88205118	88226993	ENSG00000075142	protein_coding	SRI	ENSG00000075142	protein_coding
GRHL2	5632.779645	-0.263056893	0.057697608	-4.559233958	5.13E-06	0.000106137	chr8	101492432	101669726	ENSG00000083307	protein_coding	GRHL2	ENSG00000083307	protein_coding
SMARCD2	13656.37468	-0.30174736	0.066191454	-4.558705734	5.15E-06	0.000106257	chr17	63832081	63843065	ENSG00000108604	protein_coding	SMARCD2	ENSG00000108604	protein_coding
DHX29	1813.272087	-0.334987817	0.073516713	-4.55662126	5.20E-06	0.000107019	chr5	55256245	55307722	ENSG00000067248	protein_coding	DHX29	ENSG00000067248	protein_coding
SYVN1	3245.799483	0.381962589	0.083843275	4.555673517	5.22E-06	0.000107354	chr11	65121780	65134533	ENSG00000162298	protein_coding	SYVN1	ENSG00000162298	protein_coding
XRCC2	822.9479019	-0.421286634	0.092522028	-4.553365766	5.28E-06	0.000108389	chr7	152644779	152676165	ENSG00000196584	protein_coding	XRCC2	ENSG00000196584	protein_coding
YIPF2	2659.420789	0.336305396	0.073888725	4.55151172	5.33E-06	0.000109198	chr19	10922185	10928681	ENSG00000130733	protein_coding	YIPF2	ENSG00000130733	protein_coding
ZNF624	335.6695722	-0.558189271	0.122694342	-4.549429588	5.38E-06	0.00010998	chr17	16620737	16653856	ENSG00000197566	protein_coding	ZNF624	ENSG00000197566	protein_coding
CD99L2	665.2212912	-0.443538016	0.097514371	-4.548437447	5.40E-06	0.000110348	chrX	150766337	150898816	ENSG00000102181	protein_coding	CD99L2	ENSG00000102181	protein_coding
NUAK1	830.0237538	-0.441781919	0.097196501	-4.545245081	5.49E-06	0.00011188	chr12	106063340	106140033	ENSG00000074590	protein_coding	NUAK1	ENSG00000074590	protein_coding
NCOA4	4621.447636	-0.280802426	0.061795593	-4.544052605	5.52E-06	0.000112361	chr10	46005088	46030714	ENSG00000266412	protein_coding	NCOA4	ENSG00000266412	protein_coding
BAG1	3810.807739	0.323691442	0.071287584	4.540642632	5.61E-06	0.000113882	chr9	33247820	33264761	ENSG00000107262	protein_coding	BAG1	ENSG00000107262	protein_coding
TAF13	1832.090294	0.403471868	0.088855753	4.540751182	5.61E-06	0.000113882	chr1	109062486	109076002	ENSG00000197780	protein_coding	TAF13	ENSG00000197780	protein_coding
PSMD9	1907.447825	0.350620895	0.077282692	4.536861807	5.71E-06	0.000115626	chr12	121888731	121918297	ENSG00000110801	protein_coding	PSMD9	ENSG00000110801	protein_coding
UNG	2277.989318	-0.368810058	0.081405497	-4.530530174	5.88E-06	0.000118823	chr12	109097574	109110992	ENSG00000076248	protein_coding	UNG	ENSG00000076248	protein_coding
SEC31A	6614.5902	0.318855487	0.070587199	4.51718571	6.27E-06	0.000125537	chr4	82818661	82901166	ENSG00000138674	protein_coding	SEC31A	ENSG00000138674	protein_coding
ZBTB43	2008.196967	0.386247111	0.085590811	4.512717032	6.40E-06	0.000127867	chr9	126805006	126838210	ENSG00000169155	protein_coding	ZBTB43	ENSG00000169155	protein_coding
VEGFA	4105.258152	0.413693906	0.091718524	4.510472775	6.47E-06	0.000129054	chr6	43770184	43786487	ENSG00000112715	protein_coding	VEGFA	ENSG00000112715	protein_coding
CAPRIN2	234.3157992	-0.710924859	0.157656733	-4.509321274	6.50E-06	0.000129583	chr12	30709552	30754951	ENSG00000110888	protein_coding	CAPRIN2	ENSG00000110888	protein_coding
BTBD3	1187.665267	-0.376743285	0.083564817	-4.508395968	6.53E-06	0.000129801	chr20	11890723	11926609	ENSG00000132640	protein_coding	BTBD3	ENSG00000132640	protein_coding
ITGB6	1033.742144	-0.481495619	0.106794626	-4.508612804	6.53E-06	0.000129801	chr2	160099666	160271888	ENSG00000115221	protein_coding	ITGB6	ENSG00000115221	protein_coding
CTPS2	1197.495389	-0.353961825	0.078544211	-4.506529783	6.59E-06	0.000130598	chrX	16588003	16712936	ENSG00000047230	protein_coding	CTPS2	ENSG00000047230	protein_coding
RWDD1	1240.555225	-0.418280839	0.092880126	-4.503448222	6.69E-06	0.00013233	chr6	116571367	116597675	ENSG00000111832	protein_coding	RWDD1	ENSG00000111832	protein_coding
KDM2B	1722.678374	-0.373435541	0.082943121	-4.502308765	6.72E-06	0.000132865	chr12	121429097	121581015	ENSG00000089094	protein_coding	KDM2B	ENSG00000089094	protein_coding
NAP1L1	13813.57232	-0.273982352	0.060873163	-4.500872603	6.77E-06	0.000133589	chr12	76036587	76085033	ENSG00000187109	protein_coding	NAP1L1	ENSG00000187109	protein_coding
H2AC6	1534.791117	0.447657376	0.099615937	4.493832892	7.00E-06	0.000137901	chr6	26124145	26139116	ENSG00000180573	protein_coding	HIST1H2AC	ENSG00000180573	protein_coding
NAGK	1321.156387	0.34683058	0.077196155	4.492847872	7.03E-06	0.000138357	chr2	71064344	71079805	ENSG00000124357	protein_coding	NAGK	ENSG00000124357	protein_coding
TIGD5	524.0410564	-0.508510125	0.113211476	-4.491683546	7.07E-06	0.000138932	chr8	143597835	143603224	ENSG00000179886	protein_coding	TIGD5	ENSG00000179886	protein_coding
ZFP14	274.388269	-0.707973833	0.157876358	-4.484356241	7.31E-06	0.000143224	chr19	36334453	36379199	ENSG00000142065	protein_coding	ZFP14	ENSG00000142065	protein_coding
MGAT1	2552.489886	0.312973064	0.069810089	4.483206788	7.35E-06	0.000143808	chr5	180784782	180815652	ENSG00000131446	protein_coding	MGAT1	ENSG00000131446	protein_coding
LRRC58	5494.028681	-0.378979373	0.084578567	-4.480796798	7.44E-06	0.00014506	chr3	120324509	120349339	ENSG00000163428	protein_coding	LRRC58	ENSG00000163428	protein_coding
COPA	6173.457907	0.272773744	0.060990589	4.472390714	7.73E-06	0.000150488	chr1	160289273	160343400	ENSG00000122218	protein_coding	COPA	ENSG00000122218	protein_coding
ADCY1	7108.299276	-0.280486035	0.062737196	-4.470809268	7.79E-06	0.00015121	chr7	45574140	45723116	ENSG00000164742	protein_coding	ADCY1	ENSG00000164742	protein_coding
PPP2R2A	3863.090609	0.32517031	0.07281741	4.465557241	7.99E-06	0.000154765	chr8	26291491	26372680	ENSG00000221914	protein_coding	PPP2R2A	ENSG00000221914	protein_coding
PGM2	1736.870434	0.332048526	0.074416327	4.462038632	8.12E-06	0.00015692	chr4	37826633	37862937	ENSG00000169299	protein_coding	PGM2	ENSG00000169299	protein_coding
PLCG1	7064.036547	-0.283163113	0.06352852	-4.457259693	8.30E-06	0.000159834	chr20	41136960	41196801	ENSG00000124181	protein_coding	PLCG1	ENSG00000124181	protein_coding
LONP2	2382.933084	-0.294632407	0.066133126	-4.455141088	8.38E-06	0.000161212	chr16	48244296	48363122	ENSG00000102910	protein_coding	LONP2	ENSG00000102910	protein_coding
CNOT9	2012.956479	-0.328702405	0.07379088	-4.454512633	8.41E-06	0.000161476	chr2	218568580	218597080	ENSG00000144580	protein_coding	RQCD1	ENSG00000144580	protein_coding
UBAP2L	6949.928072	-0.340480492	0.076526057	-4.449209894	8.62E-06	0.000164875	chr1	154220179	154271510	ENSG00000143569	protein_coding	UBAP2L	ENSG00000143569	protein_coding
WAC-AS1	991.5971027	-0.41156264	0.092534474	-4.447668221	8.68E-06	0.000165636	chr10	28522652	28532743	ENSG00000254635	lncRNA	WAC-AS1	ENSG00000254635	antisense
GNL1	2637.969308	0.306583348	0.069005561	4.442878871	8.88E-06	0.000168934	chr6	30541377	30557174	ENSG00000204590	protein_coding	GNL1	ENSG00000204590	protein_coding
VPS36	1183.992024	-0.411749021	0.092674443	-4.442961911	8.87E-06	0.000168934	chr13	52412602	52450628	ENSG00000136100	protein_coding	VPS36	ENSG00000136100	protein_coding
ZNF37A	1454.20624	-0.482402868	0.108601016	-4.441973804	8.91E-06	0.000169429	chr10	38094336	38125544	ENSG00000075407	protein_coding	ZNF37A	ENSG00000075407	protein_coding
PAXIP1-DT	247.4819093	-0.616319929	0.138818072	-4.439767234	9.01E-06	0.000170957	chr7	155003448	155005703	ENSG00000273344	lncRNA	PAXIP1-AS1	ENSG00000273344	lincRNA
SLC39A14	2081.629492	0.325894069	0.073423913	4.438527693	9.06E-06	0.000171725	chr8	22367249	22434129	ENSG00000104635	protein_coding	SLC39A14	ENSG00000104635	protein_coding
PAIP1	3356.099184	-0.285025838	0.064290102	-4.43343264	9.27E-06	0.000175612	chr5	43526267	43557758	ENSG00000172239	protein_coding	PAIP1	ENSG00000172239	protein_coding
COPG1	8995.019802	0.24494794	0.055267743	4.432023599	9.34E-06	0.000176539	chr3	129249606	129277773	ENSG00000181789	protein_coding	COPG1	ENSG00000181789	protein_coding
DAG1	5807.936179	-0.287462041	0.064893312	-4.429763739	9.43E-06	0.000178172	chr3	49468703	49535618	ENSG00000173402	protein_coding	DAG1	ENSG00000173402	protein_coding
ARL2BP	885.2312513	-0.377154141	0.085154644	-4.429049618	9.46E-06	0.00017831	chr16	57245098	57253635	ENSG00000102931	protein_coding	ARL2BP	ENSG00000102931	protein_coding
IDH1	2847.402349	-0.295494346	0.066716671	-4.429093099	9.46E-06	0.00017831	chr2	208236227	208266074	ENSG00000138413	protein_coding	IDH1	ENSG00000138413	protein_coding
DCUN1D1	2213.863301	-0.343217727	0.077530546	-4.426871004	9.56E-06	0.000179892	chr3	182938074	182985953	ENSG00000043093	protein_coding	DCUN1D1	ENSG00000043093	protein_coding
SLC16A14	651.1429739	-0.441801063	0.099843866	-4.424919448	9.65E-06	0.000181296	chr2	230034974	230068999	ENSG00000163053	protein_coding	SLC16A14	ENSG00000163053	protein_coding
TMEM115	754.6716582	-0.475547216	0.107508769	-4.423334212	9.72E-06	0.000182402	chr3	50354749	50359610	ENSG00000126062	protein_coding	TMEM115	ENSG00000126062	protein_coding
ZFAND1	2226.508461	0.327195557	0.073999792	4.421574007	9.80E-06	0.000183662	chr8	81701334	81732903	ENSG00000104231	protein_coding	ZFAND1	ENSG00000104231	protein_coding
IRF2BP2	4453.992244	0.283635252	0.064173043	4.419850454	9.88E-06	0.0001849	chr1	234604269	234609525	ENSG00000168264	protein_coding	IRF2BP2	ENSG00000168264	protein_coding
SEC16A	14967.75815	0.282786854	0.06402691	4.416687496	1.00E-05	0.000187389	chr9	136440096	136483759	ENSG00000148396	protein_coding	SEC16A	ENSG00000148396	protein_coding
CLPX	1930.988425	-0.308486365	0.069868278	-4.415256421	1.01E-05	0.000188396	chr15	65148219	65185342	ENSG00000166855	protein_coding	CLPX	ENSG00000166855	protein_coding
HCG11	169.294482	-0.728115341	0.164975618	-4.413472437	1.02E-05	0.000189243	chr6	26523450	26526579	ENSG00000228223	lncRNA	HCG11	ENSG00000228223	lincRNA
SEC23B	4991.271274	0.278957929	0.063212627	4.413009585	1.02E-05	0.000189411	chr20	18507493	18561415	ENSG00000101310	protein_coding	SEC23B	ENSG00000101310	protein_coding
ZNF777	795.1307691	-0.457864267	0.10375968	-4.412737838	1.02E-05	0.000189412	chr7	149431363	149461123	ENSG00000196453	protein_coding	ZNF777	ENSG00000196453	protein_coding
CEP78	1455.002299	-0.346081477	0.07852134	-4.407483056	1.05E-05	0.000193341	chr9	78236062	78279690	ENSG00000148019	protein_coding	CEP78	ENSG00000148019	protein_coding
BICD2	1975.103261	-0.311128323	0.070656993	-4.4033621	1.07E-05	0.000196807	chr9	92711363	92764812	ENSG00000185963	protein_coding	BICD2	ENSG00000185963	protein_coding
SLC33A1	2350.455574	0.324548045	0.073737458	4.401399978	1.08E-05	0.000198349	chr3	155821024	155854429	ENSG00000169359	protein_coding	SLC33A1	ENSG00000169359	protein_coding
SEC11C	1080.361272	0.388658577	0.088316091	4.400767426	1.08E-05	0.000198682	chr18	59139477	59158836	ENSG00000166562	protein_coding	SEC11C	ENSG00000166562	protein_coding
TGFBRAP1	1655.896831	-0.335459032	0.076265689	-4.398557664	1.09E-05	0.000200467	chr2	105264391	105330034	ENSG00000135966	protein_coding	TGFBRAP1	ENSG00000135966	protein_coding
GTF2A1	2693.330394	-0.310763423	0.070691035	-4.396079674	1.10E-05	0.000202517	chr14	81175452	81221377	ENSG00000165417	protein_coding	GTF2A1	ENSG00000165417	protein_coding
MNX1	427.3075755	-0.593085727	0.13493296	-4.395410344	1.11E-05	0.000202891	chr7	156994051	157010651	ENSG00000130675	protein_coding	MNX1	ENSG00000130675	protein_coding
RBM39	10621.44323	0.274650194	0.062545949	4.391174808	1.13E-05	0.000206629	chr20	35703609	35742312	ENSG00000131051	protein_coding	RBM39	ENSG00000131051	protein_coding
ATAD1	1649.231425	-0.328806025	0.074895037	-4.390224464	1.13E-05	0.000207024	chr10	87751512	87841343	ENSG00000138138	protein_coding	ATAD1	ENSG00000138138	protein_coding
CMPK1	3514.125617	-0.292954738	0.066763982	-4.387915916	1.14E-05	0.00020872	chr1	47333797	47378839	ENSG00000162368	protein_coding	CMPK1	ENSG00000162368	protein_coding
ZNF74	419.8170532	-0.524655636	0.119872389	-4.376784677	1.20E-05	0.000218859	chr22	20394115	20408461	ENSG00000185252	protein_coding	ZNF74	ENSG00000185252	protein_coding
MSL2	1487.635065	-0.363262295	0.083007505	-4.376258449	1.21E-05	0.000219119	chr3	136148922	136197241	ENSG00000174579	protein_coding	MSL2	ENSG00000174579	protein_coding
FMR1	3179.62328	-0.347770246	0.079504244	-4.374235006	1.22E-05	0.000220623	chrX	147911951	147951125	ENSG00000102081	protein_coding	FMR1	ENSG00000102081	protein_coding
EFNA1	1698.555738	0.324705552	0.074239657	4.373748023	1.22E-05	0.000220847	chr1	155127460	155134857	ENSG00000169242	protein_coding	EFNA1	ENSG00000169242	protein_coding
TMEM170B	717.3726173	-0.502971372	0.115038369	-4.372205335	1.23E-05	0.000222143	chr6	11538278	11583524	ENSG00000205269	protein_coding	TMEM170B	ENSG00000205269	protein_coding
LTV1	1625.219641	-0.363574663	0.083175227	-4.371189291	1.24E-05	0.000222909	chr6	143843344	143863812	ENSG00000135521	protein_coding	LTV1	ENSG00000135521	protein_coding
UPP1	232.0616582	0.64693173	0.148075741	4.368924477	1.25E-05	0.00022496	chr7	48088628	48108733	ENSG00000183696	protein_coding	UPP1	ENSG00000183696	protein_coding
RUNX1	5046.088408	0.289166267	0.066223317	4.366532552	1.26E-05	0.000227161	chr21	34787801	36004667	ENSG00000159216	protein_coding	RUNX1	ENSG00000159216	protein_coding
EPM2AIP1	2211.962007	-0.370858449	0.08495426	-4.365389689	1.27E-05	0.000228076	chr3	36985043	36993168	ENSG00000178567	protein_coding	EPM2AIP1	ENSG00000178567	protein_coding
SLC50A1	1938.587352	0.312187183	0.071579719	4.361391574	1.29E-05	0.000231445	chr1	155135344	155138857	ENSG00000169241	protein_coding	SLC50A1	ENSG00000169241	protein_coding
BAIAP2-DT	460.763514	-0.501144278	0.114961575	-4.359232892	1.31E-05	0.000233177	chr17	81029130	81034881	ENSG00000226137	lncRNA	BAIAP2-AS1	ENSG00000226137	lincRNA
TTC30A	206.0699647	-0.674251071	0.154668971	-4.359316985	1.30E-05	0.000233177	chr2	177612992	177618966	ENSG00000197557	protein_coding	TTC30A	ENSG00000197557	protein_coding
NFKBIA	7929.851169	0.272698054	0.062564219	4.358690304	1.31E-05	0.000233476	chr14	35401511	35404749	ENSG00000100906	protein_coding	NFKBIA	ENSG00000100906	protein_coding
COG3	2611.332085	0.334713509	0.076888904	4.353209509	1.34E-05	0.000238248	chr13	45464898	45536630	ENSG00000136152	protein_coding	COG3	ENSG00000136152	protein_coding
DHFR	3990.31663	-0.290014005	0.066618063	-4.353383928	1.34E-05	0.000238248	chr5	80626228	80654983	ENSG00000228716	protein_coding	DHFR	ENSG00000228716	protein_coding
CRYBG1	1426.094513	-0.327636321	0.075322656	-4.349771242	1.36E-05	0.000241592	chr6	106360808	106571978	ENSG00000112297	protein_coding	AIM1	ENSG00000112297	protein_coding
CLUAP1	586.3224358	-0.424353319	0.097560756	-4.349631302	1.36E-05	0.000241592	chr16	3500924	3539048	ENSG00000103351	protein_coding	CLUAP1	ENSG00000103351	protein_coding
OSER1	1454.690664	0.346477655	0.079714812	4.346465186	1.38E-05	0.000244812	chr20	44196496	44210791	ENSG00000132823	protein_coding	OSER1	ENSG00000132823	protein_coding
PRXL2A	2216.209201	-0.311516025	0.071687255	-4.345486866	1.39E-05	0.000245613	chr10	80407829	80437115	ENSG00000122378	protein_coding	FAM213A	ENSG00000122378	protein_coding
NDST2	480.264437	-0.459416981	0.105788702	-4.342779245	1.41E-05	0.000248366	chr10	73801911	73811798	ENSG00000166507	protein_coding	NDST2	ENSG00000166507	protein_coding
UTS2B	425.7565141	0.509568188	0.117378014	4.341257528	1.42E-05	0.000249796	chr3	191267168	191330536	ENSG00000188958	protein_coding	UTS2B	ENSG00000188958	protein_coding
HBS1L	2829.616902	0.302964168	0.069840172	4.337964211	1.44E-05	0.000253267	chr6	134960378	135103056	ENSG00000112339	protein_coding	HBS1L	ENSG00000112339	protein_coding
CCNJ	877.9747793	-0.400047364	0.092240672	-4.336995347	1.44E-05	0.000254084	chr10	96043394	96060870	ENSG00000107443	protein_coding	CCNJ	ENSG00000107443	protein_coding
SNHG17	819.6267434	0.446324497	0.102963947	4.334764857	1.46E-05	0.000256371	chr20	38420588	38435353	ENSG00000196756	lncRNA	SNHG17	ENSG00000196756	processed_transcript
ABCB6	1781.944633	0.382356663	0.088234477	4.333415647	1.47E-05	0.000257643	chr2	219209768	219218990	ENSG00000115657	protein_coding	ABCB6	ENSG00000115657	protein_coding
LINC01806	76.79292081	-1.060264447	0.244798832	-4.331166284	1.48E-05	0.000259983	chr2	161244739	161249050	ENSG00000227403	lncRNA	AC009299.3	ENSG00000227403	lincRNA
TLNRD1	2221.1907	0.360855411	0.083436408	4.324915464	1.53E-05	0.000267092	chr15	81000944	81005788	ENSG00000140406	protein_coding	MESDC1	ENSG00000140406	protein_coding
FAM174B	1488.392224	0.480316896	0.111204354	4.319227446	1.57E-05	0.000273484	chr15	92617443	92809884	ENSG00000185442	protein_coding	FAM174B	ENSG00000185442	protein_coding
CEP135	851.4447694	-0.461813684	0.106952555	-4.317930363	1.57E-05	0.000274773	chr4	55948871	56033363	ENSG00000174799	protein_coding	CEP135	ENSG00000174799	protein_coding
FZD3	885.0784205	-0.417826782	0.096857743	-4.313819117	1.60E-05	0.00027928	chr8	28494205	28574268	ENSG00000104290	protein_coding	FZD3	ENSG00000104290	protein_coding
ME1	5562.937841	0.287357778	0.066619403	4.313424708	1.61E-05	0.000279452	chr6	83210389	83431071	ENSG00000065833	protein_coding	ME1	ENSG00000065833	protein_coding
AHR	3553.179671	0.373387543	0.086660014	4.308648557	1.64E-05	0.000284888	chr7	17298622	17346152	ENSG00000106546	protein_coding	AHR	ENSG00000106546	protein_coding
DCAF5	3325.384161	-0.313496571	0.072809864	-4.305688178	1.66E-05	0.000287718	chr14	69050881	69153150	ENSG00000139990	protein_coding	DCAF5	ENSG00000139990	protein_coding
AGO1	2068.573235	-0.342925211	0.07969564	-4.302935652	1.69E-05	0.000290641	chr1	35869808	35930528	ENSG00000092847	protein_coding	AGO1	ENSG00000092847	protein_coding
SYPL1	5461.714502	-0.32257223	0.075081392	-4.296300602	1.74E-05	0.000298435	chr7	106090503	106112576	ENSG00000008282	protein_coding	SYPL1	ENSG00000008282	protein_coding
DTNA	3538.960472	0.322050195	0.075025786	4.292526749	1.77E-05	0.000302505	chr18	34493290	34891844	ENSG00000134769	protein_coding	DTNA	ENSG00000134769	protein_coding
RAP2B	3248.588801	0.309482235	0.072174458	4.287974508	1.80E-05	0.000308415	chr3	153162270	153167173	ENSG00000181467	protein_coding	RAP2B	ENSG00000181467	protein_coding
APBB2	3264.642376	-0.29179867	0.068093538	-4.285262263	1.83E-05	0.000311485	chr4	40810027	41216714	ENSG00000163697	protein_coding	APBB2	ENSG00000163697	protein_coding
RAVER2	481.5329815	-0.486384751	0.113675249	-4.278721669	1.88E-05	0.000319312	chr1	64745095	64833232	ENSG00000162437	protein_coding	RAVER2	ENSG00000162437	protein_coding
GFRA1	14379.53129	-0.247256745	0.057819845	-4.276330119	1.90E-05	0.000322392	chr10	116056925	116273467	ENSG00000151892	protein_coding	GFRA1	ENSG00000151892	protein_coding
MANF	2295.084917	0.3476002	0.081311227	4.274934863	1.91E-05	0.000324047	chr3	51385047	51389397	ENSG00000145050	protein_coding	MANF	ENSG00000145050	protein_coding
JMJD6	1490.384357	0.369152772	0.086438892	4.270679126	1.95E-05	0.000329918	chr17	76712832	76726799	ENSG00000070495	protein_coding	JMJD6	ENSG00000070495	protein_coding
EPB41L4B	1563.900412	-0.35979274	0.08427627	-4.269205809	1.96E-05	0.000331726	chr9	109171975	109320964	ENSG00000095203	protein_coding	EPB41L4B	ENSG00000095203	protein_coding
GID4	441.2203835	-0.478596501	0.112111663	-4.268926954	1.96E-05	0.000331764	chr17	18039292	18068404	ENSG00000141034	protein_coding	GID4	ENSG00000141034	protein_coding
TBC1D5	3286.215589	-0.278699845	0.065313213	-4.267128089	1.98E-05	0.00033407	chr3	17157162	18444817	ENSG00000131374	protein_coding	TBC1D5	ENSG00000131374	protein_coding
FAM66C	48.67100972	-1.340100559	0.314117265	-4.266242923	1.99E-05	0.000334838	chr12	8180209	8216151	ENSG00000226711	lncRNA	FAM66C	ENSG00000226711	antisense
SLC23A2	658.753246	-0.408955971	0.095867259	-4.265856499	1.99E-05	0.000334838	chr20	4852356	5010293	ENSG00000089057	protein_coding	SLC23A2	ENSG00000089057	protein_coding
C2orf15	350.8564666	-0.527931484	0.123779185	-4.265107133	2.00E-05	0.00033521	chr2	99141485	99151487	ENSG00000273045	protein_coding	C2orf15	ENSG00000273045	protein_coding
MOV10	1566.895979	-0.328998149	0.077140596	-4.264915816	2.00E-05	0.00033521	chr1	112673141	112700746	ENSG00000155363	protein_coding	MOV10	ENSG00000155363	protein_coding
DNAJC19	579.1927383	-0.430179462	0.101115668	-4.25433041	2.10E-05	0.000350182	chr3	180983709	180989774	ENSG00000205981	protein_coding	DNAJC19	ENSG00000205981	protein_coding
IARS1	10296.18076	0.245835861	0.057827355	4.251203614	2.13E-05	0.000354247	chr9	92210207	92293756	ENSG00000196305	protein_coding	IARS	ENSG00000196305	protein_coding
NDUFA8	818.0571925	-0.426765023	0.100391844	-4.250992974	2.13E-05	0.000354247	chr9	122144058	122159819	ENSG00000119421	protein_coding	NDUFA8	ENSG00000119421	protein_coding
