Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
SPTAN1	12742.78534	0.274713232	0.021877397	12.55694302	3.64E-36	1.70E-34	chr9	128552558	128633662	ENSG00000197694	protein_coding	SPTAN1	ENSG00000197694	protein_coding
STK26	3595.888184	-0.608691086	0.048491513	-12.5525281	3.85E-36	1.79E-34	chrX	132023265	132075943	ENSG00000134602	protein_coding	STK26	ENSG00000134602	protein_coding
NUB1	3291.019153	-0.478924087	0.038204246	-12.53588646	4.75E-36	2.20E-34	chr7	151341699	151378449	ENSG00000013374	protein_coding	NUB1	ENSG00000013374	protein_coding
TOR3A	1748.805397	-0.505563479	0.040471215	-12.49192747	8.26E-36	3.81E-34	chr1	179081377	179098023	ENSG00000186283	protein_coding	TOR3A	ENSG00000186283	protein_coding
EN2	2079.593541	-0.451171664	0.036209706	-12.45996495	1.23E-35	5.66E-34	chr7	155458129	155464831	ENSG00000164778	protein_coding	EN2	ENSG00000164778	protein_coding
KDM1A	7447.811669	-0.291198605	0.023398926	-12.44495614	1.49E-35	6.80E-34	chr1	23019448	23083689	ENSG00000004487	protein_coding	KDM1A	ENSG00000004487	protein_coding
ZNF275	2145.2326	-0.45007597	0.036175465	-12.44147015	1.56E-35	7.09E-34	chrX	153334155	153360110	ENSG00000063587	protein_coding	ZNF275	ENSG00000063587	protein_coding
HERC3	651.1625812	-0.741906884	0.059681021	-12.43120286	1.77E-35	8.03E-34	chr4	88521048	88708542	ENSG00000138641	protein_coding	HERC3	ENSG00000138641	protein_coding
RAB36	243.8757018	-1.211347458	0.097711426	-12.39719353	2.71E-35	1.22E-33	chr22	23145326	23164350	ENSG00000100228	protein_coding	RAB36	ENSG00000100228	protein_coding
DYNC2I2	3496.074617	0.615945525	0.049699487	12.39339816	2.84E-35	1.27E-33	chr9	128633661	128656787	ENSG00000119333	protein_coding	WDR34	ENSG00000119333	protein_coding
LRRC59	9361.104974	-0.26256197	0.021195585	-12.38757836	3.05E-35	1.37E-33	chr17	50375059	50397553	ENSG00000108829	protein_coding	LRRC59	ENSG00000108829	protein_coding
CHAMP1	2809.404349	0.448565238	0.036216097	12.3857972	3.12E-35	1.40E-33	chr13	114314513	114327328	ENSG00000198824	protein_coding	CHAMP1	ENSG00000198824	protein_coding
SEMA4F	657.7607857	-0.851866172	0.06879031	-12.38351993	3.21E-35	1.43E-33	chr2	74654228	74683853	ENSG00000135622	protein_coding	SEMA4F	ENSG00000135622	protein_coding
CYBA	2171.522452	0.738201755	0.059646223	12.37633704	3.51E-35	1.56E-33	chr16	88643283	88651152	ENSG00000051523	protein_coding	CYBA	ENSG00000051523	protein_coding
CELSR2	1184.493763	-0.663191488	0.053622119	-12.36787168	3.90E-35	1.73E-33	chr1	109250019	109275750	ENSG00000143126	protein_coding	CELSR2	ENSG00000143126	protein_coding
NDUFB8	4885.306873	-0.307859697	0.024895288	-12.36618345	3.98E-35	1.76E-33	chr10	100523740	100530000	ENSG00000166136	protein_coding	NDUFB8	ENSG00000166136	protein_coding
DDX52	3404.745697	-0.482181586	0.039007908	-12.36112383	4.24E-35	1.88E-33	chr17	37609739	37643464	ENSG00000278053	protein_coding	DDX52	ENSG00000278053	protein_coding
PHYHD1	1291.760295	0.599710313	0.048576377	12.34571918	5.14E-35	2.26E-33	chr9	128920895	128942041	ENSG00000175287	protein_coding	PHYHD1	ENSG00000175287	protein_coding
ACSS2	486.8753051	-0.894707078	0.07252169	-12.33709637	5.72E-35	2.52E-33	chr20	34872146	34927962	ENSG00000131069	protein_coding	ACSS2	ENSG00000131069	protein_coding
DENND1B	666.9862724	-0.74400924	0.060369509	-12.32425531	6.71E-35	2.94E-33	chr1	197504748	197775696	ENSG00000213047	protein_coding	DENND1B	ENSG00000213047	protein_coding
QARS1	7523.613772	0.2750786	0.022333964	12.31660469	7.37E-35	3.23E-33	chr3	49095932	49105135	ENSG00000172053	protein_coding	QARS	ENSG00000172053	protein_coding
ODC1	12185.86648	-0.284357046	0.023104599	-12.30737865	8.27E-35	3.62E-33	chr2	10439968	10448504	ENSG00000115758	protein_coding	ODC1	ENSG00000115758	protein_coding
C1QBP	17487.88405	-0.22000393	0.017920104	-12.27693344	1.20E-34	5.25E-33	chr17	5432777	5448830	ENSG00000108561	protein_coding	C1QBP	ENSG00000108561	protein_coding
SCARB2	2572.358732	-0.606852359	0.04959413	-12.23637484	1.99E-34	8.61E-33	chr4	76158737	76213893	ENSG00000138760	protein_coding	SCARB2	ENSG00000138760	protein_coding
LAMP2	5417.343134	-0.293795232	0.024013871	-12.23439699	2.04E-34	8.81E-33	chrX	120427827	120469365	ENSG00000005893	protein_coding	LAMP2	ENSG00000005893	protein_coding
SLC50A1	1914.376016	0.459419272	0.037599417	12.21878724	2.47E-34	1.06E-32	chr1	155135344	155138857	ENSG00000169241	protein_coding	SLC50A1	ENSG00000169241	protein_coding
ATP5PD	3791.257117	0.343971113	0.028192349	12.20086761	3.08E-34	1.32E-32	chr17	75038863	75046985	ENSG00000167863	protein_coding	ATP5H	ENSG00000167863	protein_coding
KDM7A	1187.009067	-0.694247588	0.056912874	-12.19842792	3.17E-34	1.36E-32	chr7	140084746	140177035	ENSG00000006459	protein_coding	KDM7A	ENSG00000006459	protein_coding
VCP	10325.02066	-0.331574099	0.02719861	-12.19084706	3.48E-34	1.49E-32	chr9	35056064	35073249	ENSG00000165280	protein_coding	VCP	ENSG00000165280	protein_coding
PPIF	7021.877982	-0.288782519	0.023700847	-12.18448091	3.76E-34	1.60E-32	chr10	79347469	79355337	ENSG00000108179	protein_coding	PPIF	ENSG00000108179	protein_coding
NCKAP1	7011.679935	-0.364104092	0.029925238	-12.16712456	4.65E-34	1.97E-32	chr2	182909115	183038858	ENSG00000061676	protein_coding	NCKAP1	ENSG00000061676	protein_coding
HSD17B12	4656.480231	-0.347641172	0.028601737	-12.15454757	5.43E-34	2.30E-32	chr11	43556436	43856617	ENSG00000149084	protein_coding	HSD17B12	ENSG00000149084	protein_coding
CNOT6L	1836.368482	-0.47790378	0.039347495	-12.14572325	6.04E-34	2.56E-32	chr4	77713387	77819615	ENSG00000138767	protein_coding	CNOT6L	ENSG00000138767	protein_coding
MIR34AHG	352.224469	1.139756639	0.093842211	12.14545804	6.06E-34	2.56E-32	chr1	9148011	9196983	ENSG00000228526	lncRNA	MIR34AHG	ENSG00000228526	lincRNA
SARM1	638.4870846	-0.929907709	0.076641921	-12.13314718	7.05E-34	2.96E-32	chr17	28364356	28404049	ENSG00000004139	protein_coding	SARM1	ENSG00000004139	protein_coding
CEP170B	1572.000149	-0.492242195	0.040589837	-12.12722781	7.58E-34	3.18E-32	chr14	104865280	104896770	ENSG00000099814	protein_coding	CEP170B	ENSG00000099814	protein_coding
COPB2	8747.666834	-0.296614569	0.024479228	-12.11699023	8.59E-34	3.60E-32	chr3	139355600	139389732	ENSG00000184432	protein_coding	COPB2	ENSG00000184432	protein_coding
CDT1	3722.077583	0.61953524	0.051202976	12.09959445	1.06E-33	4.44E-32	chr16	88803213	88809258	ENSG00000167513	protein_coding	CDT1	ENSG00000167513	protein_coding
PSAP	12686.89825	0.339090237	0.028035644	12.09496893	1.12E-33	4.69E-32	chr10	71816298	71851375	ENSG00000197746	protein_coding	PSAP	ENSG00000197746	protein_coding
AIMP2	2096.447205	0.440064535	0.036386471	12.09418006	1.13E-33	4.73E-32	chr7	6009245	6023834	ENSG00000106305	protein_coding	AIMP2	ENSG00000106305	protein_coding
PELI3	182.6498448	-1.256624443	0.10406003	-12.07595698	1.42E-33	5.89E-32	chr11	66466327	66477337	ENSG00000174516	protein_coding	PELI3	ENSG00000174516	protein_coding
MARVELD2	926.3490508	0.660617077	0.05472836	12.07083645	1.51E-33	6.26E-32	chr5	69415112	69444330	ENSG00000152939	protein_coding	MARVELD2	ENSG00000152939	protein_coding
LYN	1095.592304	-0.576732394	0.047806662	-12.06384986	1.64E-33	6.80E-32	chr8	55879813	56014168	ENSG00000254087	protein_coding	LYN	ENSG00000254087	protein_coding
PPP6R1	3863.268412	-0.34743094	0.028815033	-12.0572805	1.78E-33	7.35E-32	chr19	55229780	55258995	ENSG00000105063	protein_coding	PPP6R1	ENSG00000105063	protein_coding
XRCC2	2540.778484	-0.454641158	0.037738319	-12.04720204	2.01E-33	8.29E-32	chr7	152644779	152676165	ENSG00000196584	protein_coding	XRCC2	ENSG00000196584	protein_coding
CSNK1D	6595.505965	0.308587054	0.025620903	12.04434723	2.08E-33	8.57E-32	chr17	82239023	82273731	ENSG00000141551	protein_coding	CSNK1D	ENSG00000141551	protein_coding
USP7	7444.507477	-0.280999337	0.023335924	-12.04149167	2.15E-33	8.85E-32	chr16	8892094	8964514	ENSG00000187555	protein_coding	USP7	ENSG00000187555	protein_coding
LAYN	278.9751786	-1.038846332	0.086295869	-12.03819303	2.24E-33	9.19E-32	chr11	111540280	111561745	ENSG00000204381	protein_coding	LAYN	ENSG00000204381	protein_coding
SERPINF1	611.0453578	-0.739612823	0.061438887	-12.03818728	2.24E-33	9.19E-32	chr17	1761959	1777574	ENSG00000132386	protein_coding	SERPINF1	ENSG00000132386	protein_coding
RPL19	26456.78325	-0.236643465	0.019712957	-12.00446341	3.37E-33	1.38E-31	chr17	39200283	39204727	ENSG00000108298	protein_coding	RPL19	ENSG00000108298	protein_coding
PLOD1	1884.624815	-0.436434354	0.036370748	-11.99959791	3.57E-33	1.46E-31	chr1	11934205	11975538	ENSG00000083444	protein_coding	PLOD1	ENSG00000083444	protein_coding
SRM	4700.922363	-0.527734273	0.043988966	-11.99696923	3.69E-33	1.50E-31	chr1	11054584	11060024	ENSG00000116649	protein_coding	SRM	ENSG00000116649	protein_coding
TACC2	223.4864521	-1.246223398	0.103884695	-11.99621758	3.72E-33	1.52E-31	chr10	121989174	122254545	ENSG00000138162	protein_coding	TACC2	ENSG00000138162	protein_coding
MSH6	9092.10893	-0.277786277	0.023196888	-11.97515275	4.80E-33	1.95E-31	chr2	47695530	47810101	ENSG00000116062	protein_coding	MSH6	ENSG00000116062	protein_coding
ARSG	314.0990404	1.16211606	0.097049189	11.97450563	4.83E-33	1.96E-31	chr17	68259182	68422731	ENSG00000141337	protein_coding	ARSG	ENSG00000141337	protein_coding
DYNC2LI1	766.1650461	-0.798477858	0.066686933	-11.97352789	4.89E-33	1.98E-31	chr2	43774039	43810010	ENSG00000138036	protein_coding	DYNC2LI1	ENSG00000138036	protein_coding
FAM102B	1356.979359	-0.510650999	0.042669199	-11.96767255	5.25E-33	2.12E-31	chr1	108560089	108644900	ENSG00000162636	protein_coding	FAM102B	ENSG00000162636	protein_coding
MED4	2760.147779	0.455887782	0.038165483	11.94502837	6.89E-33	2.78E-31	chr13	48053323	48095131	ENSG00000136146	protein_coding	MED4	ENSG00000136146	protein_coding
ZNF219	795.7103609	0.967464206	0.0811175	11.92670143	8.59E-33	3.45E-31	chr14	21090046	21104722	ENSG00000165804	protein_coding	ZNF219	ENSG00000165804	protein_coding
NENF	1412.854488	-0.545391108	0.045746854	-11.921937	9.10E-33	3.65E-31	chr1	212432887	212446379	ENSG00000117691	protein_coding	NENF	ENSG00000117691	protein_coding
PMP22	451.4589719	-0.884371078	0.074189471	-11.92043924	9.26E-33	3.71E-31	chr17	15229777	15265326	ENSG00000109099	protein_coding	PMP22	ENSG00000109099	protein_coding
PSMD3	4815.937875	-0.350469214	0.029440665	-11.90425594	1.12E-32	4.50E-31	chr17	39980797	39997960	ENSG00000108344	protein_coding	PSMD3	ENSG00000108344	protein_coding
FOXD1	1333.159561	0.803103091	0.067472143	11.90273577	1.15E-32	4.57E-31	chr5	73444827	73448362	ENSG00000251493	protein_coding	FOXD1	ENSG00000251493	protein_coding
FENDRR	120.4835957	-1.597530584	0.134228506	-11.90157463	1.16E-32	4.63E-31	chr16	86474529	86509099	ENSG00000268388	lncRNA	FENDRR	ENSG00000268388	lincRNA
DNAJB6	6535.973692	-0.330928534	0.027806248	-11.90122936	1.17E-32	4.64E-31	chr7	157335381	157417439	ENSG00000105993	protein_coding	DNAJB6	ENSG00000105993	protein_coding
SETMAR	351.1767828	-1.056335029	0.088827864	-11.89193324	1.30E-32	5.18E-31	chr3	4303304	4317567	ENSG00000170364	protein_coding	SETMAR	ENSG00000170364	protein_coding
RSRP1	1452.719062	0.552846143	0.046501093	11.88888492	1.35E-32	5.36E-31	chr1	25242237	25338213	ENSG00000117616	protein_coding	RSRP1	ENSG00000117616	protein_coding
TWSG1	1518.540755	-0.568124951	0.047804769	-11.88427364	1.43E-32	5.66E-31	chr18	9334767	9402420	ENSG00000128791	protein_coding	TWSG1	ENSG00000128791	protein_coding
RPRD1A	9275.043113	-0.290410452	0.024488213	-11.85919316	1.93E-32	7.61E-31	chr18	35984387	36067576	ENSG00000141425	protein_coding	RPRD1A	ENSG00000141425	protein_coding
EXT2	2421.995352	-0.442923241	0.037355001	-11.85713354	1.98E-32	7.79E-31	chr11	44095549	44245429	ENSG00000151348	protein_coding	EXT2	ENSG00000151348	protein_coding
ELF1	1737.482389	0.613861731	0.051777055	11.85586418	2.01E-32	7.89E-31	chr13	40931920	41061440	ENSG00000120690	protein_coding	ELF1	ENSG00000120690	protein_coding
EPB41L3	2411.635769	-0.412340902	0.034803154	-11.84780273	2.21E-32	8.68E-31	chr18	5392381	5630700	ENSG00000082397	protein_coding	EPB41L3	ENSG00000082397	protein_coding
PYGL	7015.326244	-0.324550203	0.027413313	-11.83914544	2.45E-32	9.56E-31	chr14	50857891	50944736	ENSG00000100504	protein_coding	PYGL	ENSG00000100504	protein_coding
SMAD9	1657.11082	0.506257653	0.042769704	11.83682863	2.52E-32	9.81E-31	chr13	36844831	36920765	ENSG00000120693	protein_coding	SMAD9	ENSG00000120693	protein_coding
DUS1L	4821.183894	0.347885692	0.029397332	11.83392066	2.61E-32	1.01E-30	chr17	82057506	82065887	ENSG00000169718	protein_coding	DUS1L	ENSG00000169718	protein_coding
HEXIM1	2065.335693	-0.414544892	0.035061761	-11.82327655	2.96E-32	1.15E-30	chr17	45148502	45152101	ENSG00000186834	protein_coding	HEXIM1	ENSG00000186834	protein_coding
NUFIP2	6535.502011	-0.483116518	0.040883846	-11.81680707	3.20E-32	1.24E-30	chr17	29255836	29294118	ENSG00000108256	protein_coding	NUFIP2	ENSG00000108256	protein_coding
IRF8	86.65376825	-1.98503362	0.168235353	-11.79914678	3.94E-32	1.53E-30	chr16	85898803	85922609	ENSG00000140968	protein_coding	IRF8	ENSG00000140968	protein_coding
MAP3K20	1785.275266	-0.436197307	0.037005821	-11.78726184	4.54E-32	1.75E-30	chr2	173075435	173268010	ENSG00000091436	protein_coding	AC013461.1	ENSG00000091436	protein_coding
NSRP1	968.9984605	-0.643808747	0.054623521	-11.78629154	4.59E-32	1.77E-30	chr17	30115521	30186475	ENSG00000126653	protein_coding	NSRP1	ENSG00000126653	protein_coding
ULK3	2584.988153	0.371697815	0.031536252	11.78636615	4.59E-32	1.77E-30	chr15	74836116	74843346	ENSG00000140474	protein_coding	ULK3	ENSG00000140474	protein_coding
GDF7	266.2496186	-1.410303238	0.119685122	-11.78344656	4.75E-32	1.82E-30	chr2	20666664	20679245	ENSG00000143869	protein_coding	GDF7	ENSG00000143869	protein_coding
ACOT7	2052.153529	-0.419122683	0.035597258	-11.77401604	5.31E-32	2.04E-30	chr1	6264269	6394391	ENSG00000097021	protein_coding	ACOT7	ENSG00000097021	protein_coding
DHTKD1	4469.906829	0.337784808	0.028715243	11.76325781	6.04E-32	2.31E-30	chr10	12068972	12123225	ENSG00000181192	protein_coding	DHTKD1	ENSG00000181192	protein_coding
FAM171B	772.7597754	-0.800578786	0.06806307	-11.76230789	6.10E-32	2.33E-30	chr2	186693971	186765965	ENSG00000144369	protein_coding	FAM171B	ENSG00000144369	protein_coding
SVIP	1363.925483	-0.550161075	0.0467731	-11.76233941	6.10E-32	2.33E-30	chr11	22813799	22830299	ENSG00000198168	protein_coding	SVIP	ENSG00000198168	protein_coding
FNBP1	1241.268101	-0.535175329	0.045502994	-11.7613211	6.18E-32	2.35E-30	chr9	129887187	130043194	ENSG00000187239	protein_coding	FNBP1	ENSG00000187239	protein_coding
CTSB	1540.076629	-0.48086835	0.040931321	-11.74817558	7.22E-32	2.74E-30	chr8	11842524	11869448	ENSG00000164733	protein_coding	CTSB	ENSG00000164733	protein_coding
AUTS2	3398.96983	0.419089412	0.035687356	11.74335838	7.64E-32	2.89E-30	chr7	69598919	70793068	ENSG00000158321	protein_coding	AUTS2	ENSG00000158321	protein_coding
COL4A1	1588.834616	-0.51777437	0.044091504	-11.74317772	7.66E-32	2.89E-30	chr13	110148963	110307149	ENSG00000187498	protein_coding	COL4A1	ENSG00000187498	protein_coding
AHNAK	2669.98756	-0.495591052	0.042322346	-11.70991447	1.13E-31	4.27E-30	chr11	62433542	62556235	ENSG00000124942	protein_coding	AHNAK	ENSG00000124942	protein_coding
DHX29	2954.400507	-0.387422997	0.033106626	-11.70227959	1.24E-31	4.66E-30	chr5	55256245	55307722	ENSG00000067248	protein_coding	DHX29	ENSG00000067248	protein_coding
RASGEF1A	261.8860526	-1.176120926	0.100547647	-11.69715019	1.32E-31	4.94E-30	chr10	43194535	43266919	ENSG00000198915	protein_coding	RASGEF1A	ENSG00000198915	protein_coding
TPT1	37964.3383	0.259974323	0.022288315	11.66415308	1.94E-31	7.27E-30	chr13	45333471	45341370	ENSG00000133112	protein_coding	TPT1	ENSG00000133112	protein_coding
TUBGCP3	1869.546954	0.474576653	0.040698933	11.66066582	2.02E-31	7.57E-30	chr13	112485005	112588167	ENSG00000126216	protein_coding	TUBGCP3	ENSG00000126216	protein_coding
DNAJB1	4218.035182	-0.326329288	0.027989717	-11.65889921	2.07E-31	7.71E-30	chr19	14514770	14529770	ENSG00000132002	protein_coding	DNAJB1	ENSG00000132002	protein_coding
ADD2	2308.742147	-0.41516844	0.035611464	-11.65828076	2.08E-31	7.76E-30	chr2	70607618	70768225	ENSG00000075340	protein_coding	ADD2	ENSG00000075340	protein_coding
FOXO1	1677.509002	0.482092742	0.04141097	11.64166737	2.53E-31	9.41E-30	chr13	40555667	40666597	ENSG00000150907	protein_coding	FOXO1	ENSG00000150907	protein_coding
TRIM65	2866.74128	0.423653377	0.036395457	11.64028187	2.57E-31	9.55E-30	chr17	75880335	75897003	ENSG00000141569	protein_coding	TRIM65	ENSG00000141569	protein_coding
CEP131	1148.726079	0.662394821	0.056947015	11.63177423	2.84E-31	1.05E-29	chr17	81189593	81222999	ENSG00000141577	protein_coding	CEP131	ENSG00000141577	protein_coding
EIF2AK2	3691.84127	-0.596608422	0.051294008	-11.6311524	2.86E-31	1.06E-29	chr2	37099210	37157065	ENSG00000055332	protein_coding	EIF2AK2	ENSG00000055332	protein_coding
FBXW11	3501.856251	-0.347839572	0.029932976	-11.62061433	3.24E-31	1.20E-29	chr5	171861549	172006873	ENSG00000072803	protein_coding	FBXW11	ENSG00000072803	protein_coding
TP53INP1	673.067699	0.703846261	0.060641731	11.60663211	3.81E-31	1.41E-29	chr8	94925972	94949411	ENSG00000164938	protein_coding	TP53INP1	ENSG00000164938	protein_coding
GID4	1016.261349	-0.591616977	0.050976718	-11.60563094	3.86E-31	1.42E-29	chr17	18039292	18068404	ENSG00000141034	protein_coding	GID4	ENSG00000141034	protein_coding
BRD2	21246.30999	0.200120776	0.017253356	11.59894815	4.17E-31	1.53E-29	chr6	32968660	32981505	ENSG00000204256	protein_coding	BRD2	ENSG00000204256	protein_coding
TNS3	173.8353857	-1.40334214	0.121026035	-11.59537403	4.35E-31	1.59E-29	chr7	47275154	47582558	ENSG00000136205	protein_coding	TNS3	ENSG00000136205	protein_coding
MAP3K6	510.7820803	0.823452522	0.071030239	11.59298538	4.47E-31	1.64E-29	chr1	27355184	27366892	ENSG00000142733	protein_coding	MAP3K6	ENSG00000142733	protein_coding
CCSAP	2342.646806	-0.444392495	0.038387197	-11.57658099	5.42E-31	1.98E-29	chr1	229321005	229343294	ENSG00000154429	protein_coding	CCSAP	ENSG00000154429	protein_coding
ALDH3A2	2756.02298	-0.502024132	0.043442372	-11.55609405	6.88E-31	2.51E-29	chr17	19648136	19677598	ENSG00000072210	protein_coding	ALDH3A2	ENSG00000072210	protein_coding
NUDT5	7620.064219	0.270971581	0.023454781	11.55293588	7.13E-31	2.60E-29	chr10	12165325	12196144	ENSG00000165609	protein_coding	NUDT5	ENSG00000165609	protein_coding
INSYN1	167.8134233	-1.290321191	0.111693644	-11.55232422	7.19E-31	2.61E-29	chr15	73735431	73752747	ENSG00000205363	protein_coding	C15orf59	ENSG00000205363	protein_coding
SLC12A7	465.1354323	-0.881588526	0.076345654	-11.54733084	7.61E-31	2.76E-29	chr5	1050376	1112035	ENSG00000113504	protein_coding	SLC12A7	ENSG00000113504	protein_coding
SERPINE2	722.1812865	-0.662992377	0.057450389	-11.54025917	8.27E-31	2.99E-29	chr2	223975112	224039319	ENSG00000135919	protein_coding	SERPINE2	ENSG00000135919	protein_coding
MRI1	3555.779389	0.381339667	0.033068144	11.53193428	9.11E-31	3.29E-29	chr19	13764532	13774282	ENSG00000037757	protein_coding	MRI1	ENSG00000037757	protein_coding
COA3	1462.7858	-0.46561386	0.040418231	-11.51989705	1.05E-30	3.77E-29	chr17	42795147	42798704	ENSG00000183978	protein_coding	COA3	ENSG00000183978	protein_coding
INTS2	1796.939302	-0.536111517	0.046539673	-11.51945176	1.05E-30	3.78E-29	chr17	61865367	61928016	ENSG00000108506	protein_coding	INTS2	ENSG00000108506	protein_coding
COG1	1461.793693	0.559845885	0.04860268	11.51882735	1.06E-30	3.80E-29	chr17	73192632	73208507	ENSG00000166685	protein_coding	COG1	ENSG00000166685	protein_coding
MTDH	8925.532502	-0.329765836	0.028628463	-11.51881034	1.06E-30	3.80E-29	chr8	97644179	97728770	ENSG00000147649	protein_coding	MTDH	ENSG00000147649	protein_coding
WDR6	9196.130358	0.494349792	0.04292775	11.51585624	1.10E-30	3.92E-29	chr3	49007062	49015953	ENSG00000178252	protein_coding	WDR6	ENSG00000178252	protein_coding
H6PD	570.6263205	-0.82550946	0.071698675	-11.51359433	1.13E-30	4.02E-29	chr1	9234775	9271337	ENSG00000049239	protein_coding	H6PD	ENSG00000049239	protein_coding
TAF15	5789.235939	-0.466110467	0.040499352	-11.50908443	1.19E-30	4.23E-29	chr17	35713791	35864615	ENSG00000270647	protein_coding	TAF15	ENSG00000270647	protein_coding
GPC4	1145.595872	-0.494575177	0.042986589	-11.5053367	1.24E-30	4.41E-29	chrX	133300103	133415490	ENSG00000076716	protein_coding	GPC4	ENSG00000076716	protein_coding
CLGN	1140.996138	-0.537194412	0.046754858	-11.48959557	1.49E-30	5.27E-29	chr4	140388455	140427968	ENSG00000153132	protein_coding	CLGN	ENSG00000153132	protein_coding
SRRM1	10603.36273	0.264071466	0.022993399	11.48466438	1.58E-30	5.57E-29	chr1	24631716	24673267	ENSG00000133226	protein_coding	SRRM1	ENSG00000133226	protein_coding
SNHG6	1347.216518	0.549016665	0.047834366	11.4774524	1.71E-30	6.05E-29	chr8	66921684	66926398	ENSG00000245910	lncRNA	SNHG6	ENSG00000245910	processed_transcript
PCGF5	1977.779959	-0.61285516	0.05347169	-11.46130147	2.06E-30	7.25E-29	chr10	91163012	91284331	ENSG00000180628	protein_coding	PCGF5	ENSG00000180628	protein_coding
SMURF2	1454.276189	-0.465456321	0.040611774	-11.46111762	2.07E-30	7.25E-29	chr17	64542295	64662068	ENSG00000108854	protein_coding	SMURF2	ENSG00000108854	protein_coding
PRXL2A	2005.800718	-0.486504822	0.042487992	-11.45040762	2.34E-30	8.20E-29	chr10	80407829	80437115	ENSG00000122378	protein_coding	FAM213A	ENSG00000122378	protein_coding
DLG3	1013.847228	-0.574664337	0.0502329	-11.4399993	2.64E-30	9.17E-29	chrX	70444861	70505490	ENSG00000082458	protein_coding	DLG3	ENSG00000082458	protein_coding
RABEPK	1287.406812	-0.485824523	0.042478159	-11.43704278	2.73E-30	9.48E-29	chr9	125200542	125234158	ENSG00000136933	protein_coding	RABEPK	ENSG00000136933	protein_coding
TXNRD3	323.6284992	-1.203236094	0.10529198	-11.42761386	3.04E-30	1.06E-28	chr3	126571779	126655155	ENSG00000197763	protein_coding	TXNRD3	ENSG00000197763	protein_coding
ZNF618	1562.081687	-0.449027027	0.03929958	-11.42574609	3.11E-30	1.08E-28	chr9	113876282	114056591	ENSG00000157657	protein_coding	ZNF618	ENSG00000157657	protein_coding
SNX9	2142.483293	-0.44340784	0.038852042	-11.41272927	3.61E-30	1.25E-28	chr6	157700387	157945077	ENSG00000130340	protein_coding	SNX9	ENSG00000130340	protein_coding
SMARCD3	547.3728476	-0.710945385	0.062302727	-11.41114393	3.68E-30	1.27E-28	chr7	151238764	151277896	ENSG00000082014	protein_coding	SMARCD3	ENSG00000082014	protein_coding
MAGEE1	234.6843131	-1.219843945	0.106939246	-11.40688749	3.86E-30	1.33E-28	chrX	76427724	76431353	ENSG00000198934	protein_coding	MAGEE1	ENSG00000198934	protein_coding
SQLE	9352.333386	0.303791144	0.026643234	11.40218709	4.08E-30	1.40E-28	chr8	124998497	125022283	ENSG00000104549	protein_coding	SQLE	ENSG00000104549	protein_coding
UBE2O	5286.936938	0.299575255	0.026296064	11.39239923	4.56E-30	1.57E-28	chr17	76389451	76453206	ENSG00000175931	protein_coding	UBE2O	ENSG00000175931	protein_coding
F2RL1	591.3109637	-0.763153792	0.066992505	-11.39162952	4.60E-30	1.58E-28	chr5	76818933	76835315	ENSG00000164251	protein_coding	F2RL1	ENSG00000164251	protein_coding
ANKRD46	1314.649066	-0.542723298	0.047646268	-11.39067808	4.65E-30	1.59E-28	chr8	100509752	100559784	ENSG00000186106	protein_coding	ANKRD46	ENSG00000186106	protein_coding
CORO1B	1920.979538	0.443146428	0.038989237	11.36586557	6.18E-30	2.11E-28	chr11	67435510	67443821	ENSG00000172725	protein_coding	CORO1B	ENSG00000172725	protein_coding
SGCB	1531.795739	-0.481530948	0.042367229	-11.36564642	6.20E-30	2.11E-28	chr4	52020706	52038482	ENSG00000163069	protein_coding	SGCB	ENSG00000163069	protein_coding
PREP	1964.92353	-0.442887513	0.038986111	-11.3601357	6.60E-30	2.24E-28	chr6	105277565	105403084	ENSG00000085377	protein_coding	PREP	ENSG00000085377	protein_coding
RPS2	132668.7523	0.290307415	0.025569626	11.35360432	7.12E-30	2.41E-28	chr16	1962052	1964860	ENSG00000140988	protein_coding	RPS2	ENSG00000140988	protein_coding
RGMB	1259.762408	0.606256104	0.053402828	11.35250932	7.21E-30	2.44E-28	chr5	98768650	98798643	ENSG00000174136	protein_coding	RGMB	ENSG00000174136	protein_coding
MAP3K21	2739.746773	-0.343614763	0.030286637	-11.34542494	7.81E-30	2.64E-28	chr1	233327768	233385148	ENSG00000143674	protein_coding	RP5-862P8.2	ENSG00000143674	protein_coding
SAT2	574.2084323	-0.766147474	0.06754474	-11.34281469	8.05E-30	2.72E-28	chr17	7626234	7627876	ENSG00000141504	protein_coding	SAT2	ENSG00000141504	protein_coding
PRCP	1973.969511	-0.394864772	0.034814793	-11.34186764	8.14E-30	2.74E-28	chr11	82823502	82970584	ENSG00000137509	protein_coding	PRCP	ENSG00000137509	protein_coding
CREB3L2	3577.525306	-0.35360737	0.031248054	-11.31614045	1.09E-29	3.67E-28	chr7	137874979	138002067	ENSG00000182158	protein_coding	CREB3L2	ENSG00000182158	protein_coding
FOXP1	3253.520031	0.395384408	0.034955258	11.31115705	1.16E-29	3.88E-28	chr3	70954693	71583989	ENSG00000114861	protein_coding	FOXP1	ENSG00000114861	protein_coding
