Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
SEPTIN9	6287.230971	-0.324131247	0.039691834	-8.166194751	3.18E-16	4.01E-15	chr17	77280569	77500596	ENSG00000184640	protein_coding	SEPT9	ENSG00000184640	protein_coding
HS6ST1	2000.064219	-0.409241363	0.050123179	-8.164712822	3.22E-16	4.06E-15	chr2	128236716	128318577	ENSG00000136720	protein_coding	HS6ST1	ENSG00000136720	protein_coding
NFIB	1393.745777	-0.463123021	0.056728745	-8.163815712	3.25E-16	4.08E-15	chr9	14081843	14398983	ENSG00000147862	protein_coding	NFIB	ENSG00000147862	protein_coding
SLC25A36	3307.541721	-0.350268434	0.042933267	-8.158438948	3.39E-16	4.26E-15	chr3	140941830	140979933	ENSG00000114120	protein_coding	SLC25A36	ENSG00000114120	protein_coding
PPARD	978.8671364	-0.542837058	0.06654988	-8.156845066	3.44E-16	4.32E-15	chr6	35342558	35428191	ENSG00000112033	protein_coding	PPARD	ENSG00000112033	protein_coding
RPS6KA6	1566.942757	-0.508817417	0.062388291	-8.155655674	3.47E-16	4.36E-15	chrX	84058346	84187907	ENSG00000072133	protein_coding	RPS6KA6	ENSG00000072133	protein_coding
CCND3	1971.707269	-0.432596964	0.053056235	-8.15355558	3.53E-16	4.43E-15	chr6	41934933	42050357	ENSG00000112576	protein_coding	CCND3	ENSG00000112576	protein_coding
CDK11A	1403.724211	0.491921555	0.060338019	8.152762802	3.56E-16	4.46E-15	chr1	1702730	1724324	ENSG00000008128	protein_coding	CDK11A	ENSG00000008128	protein_coding
SLC29A1	2270.171394	-0.402859257	0.049423364	-8.151190596	3.60E-16	4.51E-15	chr6	44219505	44234151	ENSG00000112759	protein_coding	SLC29A1	ENSG00000112759	protein_coding
MED30	213.5645608	-1.170291852	0.143604115	-8.149431182	3.66E-16	4.58E-15	chr8	117520713	117540262	ENSG00000164758	protein_coding	MED30	ENSG00000164758	protein_coding
DCAF5	1572.886423	-0.475709089	0.058388173	-8.147353525	3.72E-16	4.65E-15	chr14	69050881	69153150	ENSG00000139990	protein_coding	DCAF5	ENSG00000139990	protein_coding
DENND1A	1336.288231	-0.548207188	0.067311507	-8.144330879	3.81E-16	4.76E-15	chr9	123379654	123930152	ENSG00000119522	protein_coding	DENND1A	ENSG00000119522	protein_coding
NEK9	3556.283773	-0.34291353	0.042127372	-8.139922121	3.96E-16	4.92E-15	chr14	75079353	75127344	ENSG00000119638	protein_coding	NEK9	ENSG00000119638	protein_coding
VPS33A	1199.572185	0.49584155	0.060944952	8.135892009	4.09E-16	5.08E-15	chr12	122229564	122266521	ENSG00000139719	protein_coding	VPS33A	ENSG00000139719	protein_coding
ACO1	1322.607645	-0.500272095	0.061560267	-8.126541939	4.42E-16	5.49E-15	chr9	32384603	32454769	ENSG00000122729	protein_coding	ACO1	ENSG00000122729	protein_coding
TUSC1	188.1634003	-1.238045033	0.152530305	-8.116715134	4.79E-16	5.94E-15	chr9	25676389	25678440	ENSG00000198680	protein_coding	TUSC1	ENSG00000198680	protein_coding
CTPS1	4195.47787	-0.323969085	0.03992013	-8.115431627	4.84E-16	6.00E-15	chr1	40979335	41012565	ENSG00000171793	protein_coding	CTPS1	ENSG00000171793	protein_coding
CDC42	5019.008589	0.302222366	0.03724434	8.114585081	4.87E-16	6.03E-15	chr1	22052627	22092946	ENSG00000070831	protein_coding	CDC42	ENSG00000070831	protein_coding
RPL23	32679.39522	0.258103368	0.031822235	8.110787021	5.03E-16	6.22E-15	chr17	38847865	38853843	ENSG00000125691	protein_coding	RPL23	ENSG00000125691	protein_coding
DDX42	6023.163823	-0.281611994	0.034754873	-8.102806003	5.37E-16	6.64E-15	chr17	63773603	63819317	ENSG00000198231	protein_coding	DDX42	ENSG00000198231	protein_coding
CARM1	1449.458133	-0.485901459	0.05998705	-8.100105945	5.49E-16	6.78E-15	chr19	10871513	10923070	ENSG00000142453	protein_coding	CARM1	ENSG00000142453	protein_coding
DIDO1	5703.151332	-0.298105152	0.036805115	-8.099557695	5.52E-16	6.80E-15	chr20	62877738	62937952	ENSG00000101191	protein_coding	DIDO1	ENSG00000101191	protein_coding
CHEK1	2571.879715	-0.372073925	0.045969629	-8.093907554	5.78E-16	7.12E-15	chr11	125625136	125676255	ENSG00000149554	protein_coding	CHEK1	ENSG00000149554	protein_coding
SCMH1	2520.680566	-0.365538398	0.045178542	-8.090973726	5.92E-16	7.29E-15	chr1	41027200	41242154	ENSG00000010803	protein_coding	SCMH1	ENSG00000010803	protein_coding
MTMR6	3806.472042	-0.324498251	0.040110821	-8.090042681	5.96E-16	7.34E-15	chr13	25246201	25288009	ENSG00000139505	protein_coding	MTMR6	ENSG00000139505	protein_coding
SDHC	7088.87687	0.366962346	0.045374801	8.087359949	6.10E-16	7.50E-15	chr1	161314257	161375340	ENSG00000143252	protein_coding	SDHC	ENSG00000143252	protein_coding
NAP1L1	23230.96936	-0.22997103	0.028450034	-8.083330574	6.30E-16	7.74E-15	chr12	76036587	76085033	ENSG00000187109	protein_coding	NAP1L1	ENSG00000187109	protein_coding
AFG3L2	6443.870647	-0.286165995	0.035416624	-8.07999085	6.48E-16	7.94E-15	chr18	12328944	12377314	ENSG00000141385	protein_coding	AFG3L2	ENSG00000141385	protein_coding
LAMTOR3	1342.176091	0.484091398	0.05994894	8.075061849	6.74E-16	8.26E-15	chr4	99878336	99894490	ENSG00000109270	protein_coding	LAMTOR3	ENSG00000109270	protein_coding
IRF7	501.7617849	0.774918768	0.095970374	8.074562346	6.77E-16	8.29E-15	chr11	612553	615999	ENSG00000185507	protein_coding	IRF7	ENSG00000185507	protein_coding
IDH2	6656.257896	-0.272147683	0.033729682	-8.068492456	7.12E-16	8.70E-15	chr15	90083045	90102504	ENSG00000182054	protein_coding	IDH2	ENSG00000182054	protein_coding
PERP	3344.283266	-0.337306195	0.04182739	-8.06424208	7.37E-16	9.00E-15	chr6	138088505	138107511	ENSG00000112378	protein_coding	PERP	ENSG00000112378	protein_coding
NAMPT	11921.55227	0.244038115	0.030264194	8.06359197	7.41E-16	9.04E-15	chr7	106248285	106286326	ENSG00000105835	protein_coding	NAMPT	ENSG00000105835	protein_coding
PACSIN3	1104.051898	-0.509258116	0.063176755	-8.060846306	7.58E-16	9.24E-15	chr11	47177525	47186443	ENSG00000165912	protein_coding	PACSIN3	ENSG00000165912	protein_coding
PHTF2	2779.314001	-0.393969935	0.048892797	-8.057831776	7.77E-16	9.46E-15	chr7	77798792	77957503	ENSG00000006576	protein_coding	PHTF2	ENSG00000006576	protein_coding
MED23	1968.257157	0.419275491	0.052040798	8.056669114	7.84E-16	9.54E-15	chr6	131573966	131628229	ENSG00000112282	protein_coding	MED23	ENSG00000112282	protein_coding
KAZALD1	452.397064	-0.813586024	0.101097071	-8.047572649	8.45E-16	1.03E-14	chr10	101061841	101068131	ENSG00000107821	protein_coding	KAZALD1	ENSG00000107821	protein_coding
CYTH3	880.4205295	-0.584805004	0.072688693	-8.045336658	8.60E-16	1.04E-14	chr7	6161776	6272644	ENSG00000008256	protein_coding	CYTH3	ENSG00000008256	protein_coding
NAA20	3782.069876	0.307278663	0.038241239	8.035269569	9.34E-16	1.13E-14	chr20	20017116	20033655	ENSG00000173418	protein_coding	NAA20	ENSG00000173418	protein_coding
BBS2	1183.452241	-0.518513988	0.064539428	-8.0340655	9.43E-16	1.14E-14	chr16	56466836	56520283	ENSG00000125124	protein_coding	BBS2	ENSG00000125124	protein_coding
SKP1	8517.905749	-0.259413648	0.032295067	-8.032609038	9.54E-16	1.15E-14	chr5	134148935	134177038	ENSG00000113558	protein_coding	SKP1	ENSG00000113558	protein_coding
DHTKD1	1530.63517	-0.440499515	0.054873743	-8.027509855	9.95E-16	1.20E-14	chr10	12068972	12123225	ENSG00000181192	protein_coding	DHTKD1	ENSG00000181192	protein_coding
RPS17	33180.94152	0.208406737	0.025989983	8.018733086	1.07E-15	1.29E-14	chr15	82536753	82540564	ENSG00000182774	protein_coding	RPS17	ENSG00000182774	protein_coding
PAGE1	5878.632787	0.351922443	0.043951595	8.007045995	1.17E-15	1.42E-14	chrX	49687450	49695993	ENSG00000068985	protein_coding	PAGE1	ENSG00000068985	protein_coding
UFL1	2116.151284	-0.412376839	0.0515243	-8.003540872	1.21E-15	1.46E-14	chr6	96521595	96555276	ENSG00000014123	protein_coding	UFL1	ENSG00000014123	protein_coding
PGRMC2	3506.801106	0.341770065	0.042719176	8.000389864	1.24E-15	1.49E-14	chr4	128269237	128288829	ENSG00000164040	protein_coding	PGRMC2	ENSG00000164040	protein_coding
PPP1R26	875.4905436	-0.585043912	0.073139961	-7.998963922	1.25E-15	1.51E-14	chr9	135479079	135488893	ENSG00000196422	protein_coding	PPP1R26	ENSG00000196422	protein_coding
RHPN2	3022.566495	0.333010178	0.041666266	7.992321104	1.32E-15	1.59E-14	chr19	32978593	33064888	ENSG00000131941	protein_coding	RHPN2	ENSG00000131941	protein_coding
TCP11L1	337.8627765	-0.969897034	0.121378711	-7.990668418	1.34E-15	1.61E-14	chr11	33039417	33105943	ENSG00000176148	protein_coding	TCP11L1	ENSG00000176148	protein_coding
GLS	3451.769706	-0.358691219	0.044917014	-7.985642608	1.40E-15	1.68E-14	chr2	190880827	190965552	ENSG00000115419	protein_coding	GLS	ENSG00000115419	protein_coding
AHCTF1	7275.149708	-0.314513264	0.039419843	-7.978551989	1.48E-15	1.78E-14	chr1	246839098	246931978	ENSG00000153207	protein_coding	AHCTF1	ENSG00000153207	protein_coding
TRMT1	1663.027466	0.447782806	0.056125247	7.978277711	1.48E-15	1.78E-14	chr19	13104902	13117567	ENSG00000104907	protein_coding	TRMT1	ENSG00000104907	protein_coding
TNFRSF1A	1667.040671	-0.458380453	0.057460109	-7.977368335	1.49E-15	1.79E-14	chr12	6328757	6342114	ENSG00000067182	protein_coding	TNFRSF1A	ENSG00000067182	protein_coding
ZNF358	716.5142285	-0.635582961	0.0796989	-7.974802208	1.53E-15	1.83E-14	chr19	7515292	7521026	ENSG00000198816	protein_coding	ZNF358	ENSG00000198816	protein_coding
NIN	3424.992702	-0.385524422	0.048363563	-7.971381781	1.57E-15	1.88E-14	chr14	50719763	50831121	ENSG00000100503	protein_coding	NIN	ENSG00000100503	protein_coding
H2AJ	6049.151304	0.296854793	0.037257327	7.967688854	1.62E-15	1.93E-14	chr12	14774383	14778002	ENSG00000246705	protein_coding	H2AFJ	ENSG00000246705	protein_coding
TIMM17B	925.9313299	-0.550311558	0.06908492	-7.965726187	1.64E-15	1.96E-14	chrX	48893447	48898143	ENSG00000126768	protein_coding	TIMM17B	ENSG00000126768	protein_coding
SNU13	5258.781984	0.334995017	0.0420926	7.958525113	1.74E-15	2.08E-14	chr22	41673930	41690504	ENSG00000100138	protein_coding	SNU13	ENSG00000100138	protein_coding
PCBP2	15953.24873	-0.208063004	0.026154258	-7.955224855	1.79E-15	2.13E-14	chr12	53452102	53481162	ENSG00000197111	protein_coding	PCBP2	ENSG00000197111	protein_coding
PP7080	969.1490788	-0.52888123	0.066647931	-7.935448603	2.10E-15	2.50E-14	chr5	466124	473098	ENSG00000188242	lncRNA	PP7080	ENSG00000188242	antisense
RPLP2	16710.99616	0.329080364	0.041477062	7.934032596	2.12E-15	2.52E-14	chr11	809647	812880	ENSG00000177600	protein_coding	RPLP2	ENSG00000177600	protein_coding
RPS6	55124.86959	0.213801737	0.026952643	7.932496056	2.15E-15	2.55E-14	chr9	19375715	19380254	ENSG00000137154	protein_coding	RPS6	ENSG00000137154	protein_coding
RFC5	1755.627591	-0.409626041	0.051642466	-7.93196122	2.16E-15	2.56E-14	chr12	118013588	118033130	ENSG00000111445	protein_coding	RFC5	ENSG00000111445	protein_coding
EPC1	1429.519586	0.457986137	0.057757915	7.92940915	2.20E-15	2.61E-14	chr10	32267751	32378798	ENSG00000120616	protein_coding	EPC1	ENSG00000120616	protein_coding
IPO5	11761.08431	-0.261183059	0.032947497	-7.927250286	2.24E-15	2.66E-14	chr13	97953658	98024297	ENSG00000065150	protein_coding	IPO5	ENSG00000065150	protein_coding
CAMSAP1	2442.399086	-0.38926918	0.04912113	-7.92467889	2.29E-15	2.71E-14	chr9	135808487	135907228	ENSG00000130559	protein_coding	CAMSAP1	ENSG00000130559	protein_coding
RPS25	22439.85281	0.301769221	0.038091386	7.922243073	2.33E-15	2.76E-14	chr11	119015712	119018691	ENSG00000118181	protein_coding	RPS25	ENSG00000118181	protein_coding
RIPK4	687.8107827	0.647709071	0.081777741	7.920359028	2.37E-15	2.80E-14	chr21	41739369	41767106	ENSG00000183421	protein_coding	RIPK4	ENSG00000183421	protein_coding
RC3H2	6803.085766	-0.354671219	0.044792003	-7.918181661	2.41E-15	2.85E-14	chr9	122844556	122905341	ENSG00000056586	protein_coding	RC3H2	ENSG00000056586	protein_coding
ZNF783	694.3209149	-0.64013389	0.080925884	-7.910125352	2.57E-15	3.04E-14	chr7	149262171	149297302	ENSG00000204946	protein_coding	ZNF783	ENSG00000204946	protein_coding
NR2F2	5981.889554	0.272703254	0.034475955	7.909955056	2.57E-15	3.04E-14	chr15	96325938	96340263	ENSG00000185551	protein_coding	NR2F2	ENSG00000185551	protein_coding
ARHGEF12	7583.844515	-0.269372467	0.034098628	-7.899803626	2.79E-15	3.29E-14	chr11	120336914	120489936	ENSG00000196914	protein_coding	ARHGEF12	ENSG00000196914	protein_coding
RFC4	2400.992481	-0.414608853	0.05249195	-7.898522644	2.82E-15	3.32E-14	chr3	186789880	186807058	ENSG00000163918	protein_coding	RFC4	ENSG00000163918	protein_coding
CDC42SE2	1108.44479	-0.508809401	0.064438469	-7.896050491	2.88E-15	3.39E-14	chr5	131245493	131398447	ENSG00000158985	protein_coding	CDC42SE2	ENSG00000158985	protein_coding
RNASEH2A	2341.151006	-0.396316991	0.050200575	-7.894670395	2.91E-15	3.42E-14	chr19	12806580	12813638	ENSG00000104889	protein_coding	RNASEH2A	ENSG00000104889	protein_coding
NME1	8149.746737	0.308330284	0.03905732	7.894302067	2.92E-15	3.43E-14	chr17	51153536	51162428	ENSG00000239672	protein_coding	NME1	ENSG00000239672	protein_coding
POLD1	2114.056254	-0.398036534	0.050436004	-7.891912563	2.98E-15	3.49E-14	chr19	50384204	50418018	ENSG00000062822	protein_coding	POLD1	ENSG00000062822	protein_coding
TSHZ1	492.6653534	-0.79152026	0.100308082	-7.890892188	3.00E-15	3.52E-14	chr18	75210755	75289950	ENSG00000179981	protein_coding	TSHZ1	ENSG00000179981	protein_coding
CDK14	2764.107785	-0.365749625	0.046411586	-7.880567263	3.26E-15	3.82E-14	chr7	90466424	91210590	ENSG00000058091	protein_coding	CDK14	ENSG00000058091	protein_coding
UBAP2L	9207.68205	-0.259334402	0.032969614	-7.865861003	3.67E-15	4.29E-14	chr1	154220179	154271510	ENSG00000143569	protein_coding	UBAP2L	ENSG00000143569	protein_coding
DUSP10	237.6320238	1.067727987	0.135807992	7.862040867	3.78E-15	4.41E-14	chr1	221701424	221742176	ENSG00000143507	protein_coding	DUSP10	ENSG00000143507	protein_coding
FASTKD2	2432.957548	0.358453442	0.045638717	7.854152466	4.02E-15	4.70E-14	chr2	206765357	206792509	ENSG00000118246	protein_coding	FASTKD2	ENSG00000118246	protein_coding
KDELR1	3240.343906	-0.331331883	0.042185904	-7.85408985	4.03E-15	4.70E-14	chr19	48382570	48391553	ENSG00000105438	protein_coding	KDELR1	ENSG00000105438	protein_coding
ORMDL3	1759.201418	0.414858881	0.052842786	7.850813986	4.13E-15	4.82E-14	chr17	39921041	39927601	ENSG00000172057	protein_coding	ORMDL3	ENSG00000172057	protein_coding
CDK13	1948.41939	-0.43895686	0.055922527	-7.849374554	4.18E-15	4.87E-14	chr7	39950037	40097134	ENSG00000065883	protein_coding	CDK13	ENSG00000065883	protein_coding
IFT57	1238.977991	-0.480817368	0.061282757	-7.845883388	4.30E-15	5.00E-14	chr3	108160812	108222570	ENSG00000114446	protein_coding	IFT57	ENSG00000114446	protein_coding
C6orf132	1845.489216	-0.433511881	0.055268918	-7.843683152	4.38E-15	5.09E-14	chr6	42101118	42142619	ENSG00000188112	protein_coding	C6orf132	ENSG00000188112	protein_coding
SDCCAG8	619.9516481	-0.652817144	0.083324981	-7.834590992	4.70E-15	5.46E-14	chr1	243256034	243500092	ENSG00000054282	protein_coding	SDCCAG8	ENSG00000054282	protein_coding
HSPB11	1498.410479	-0.488134776	0.062309903	-7.833983939	4.73E-15	5.49E-14	chr1	53916574	53945929	ENSG00000081870	protein_coding	HSPB11	ENSG00000081870	protein_coding
AP2S1	3911.922964	0.361960838	0.046237983	7.828214321	4.95E-15	5.74E-14	chr19	46838136	46850992	ENSG00000042753	protein_coding	AP2S1	ENSG00000042753	protein_coding
SSX2IP	4811.770705	-0.307808982	0.039329621	-7.826390854	5.02E-15	5.82E-14	chr1	84643707	84690803	ENSG00000117155	protein_coding	SSX2IP	ENSG00000117155	protein_coding
RPL7	41663.41122	0.23033981	0.029453878	7.820355884	5.27E-15	6.10E-14	chr8	73290267	73295789	ENSG00000147604	protein_coding	RPL7	ENSG00000147604	protein_coding
DSN1	1424.071293	-0.448380882	0.057340067	-7.819678409	5.30E-15	6.13E-14	chr20	36751791	36773818	ENSG00000149636	protein_coding	DSN1	ENSG00000149636	protein_coding
RTCB	4037.37436	0.324962269	0.041592237	7.813050992	5.58E-15	6.45E-14	chr22	32387582	32412255	ENSG00000100220	protein_coding	RTCB	ENSG00000100220	protein_coding
KLC2	1875.672207	-0.412977221	0.052871162	-7.811010907	5.67E-15	6.55E-14	chr11	66257294	66267860	ENSG00000174996	protein_coding	KLC2	ENSG00000174996	protein_coding
UTP3	2621.345307	0.361646035	0.046324909	7.806729575	5.87E-15	6.76E-14	chr4	70688479	70690551	ENSG00000132467	protein_coding	UTP3	ENSG00000132467	protein_coding
LARP1B	1385.355983	-0.480486774	0.061574374	-7.803356264	6.03E-15	6.93E-14	chr4	128061268	128222931	ENSG00000138709	protein_coding	LARP1B	ENSG00000138709	protein_coding
NIPSNAP3A	1053.546108	0.503974402	0.064618149	7.799270225	6.23E-15	7.15E-14	chr9	104747688	104760122	ENSG00000136783	protein_coding	NIPSNAP3A	ENSG00000136783	protein_coding
USP36	1972.024368	-0.403810739	0.05177947	-7.798664959	6.26E-15	7.18E-14	chr17	78787381	78841441	ENSG00000055483	protein_coding	USP36	ENSG00000055483	protein_coding
EXOSC6	2034.675202	-0.397236937	0.05098082	-7.79188996	6.60E-15	7.57E-14	chr16	70246778	70251930	ENSG00000223496	protein_coding	EXOSC6	ENSG00000223496	protein_coding
MAPK1	6337.132481	-0.342678403	0.043980435	-7.791610078	6.62E-15	7.58E-14	chr22	21754500	21867680	ENSG00000100030	protein_coding	MAPK1	ENSG00000100030	protein_coding
USP22	16035.04478	0.219269305	0.028143064	7.791237786	6.64E-15	7.60E-14	chr17	20999593	21043760	ENSG00000124422	protein_coding	USP22	ENSG00000124422	protein_coding
DENND4C	1798.071749	-0.438811792	0.056322917	-7.790999054	6.65E-15	7.60E-14	chr9	19230435	19373545	ENSG00000137145	protein_coding	DENND4C	ENSG00000137145	protein_coding
RPL7A	57771.91676	0.232323076	0.029821571	7.790437187	6.68E-15	7.63E-14	chr9	133348214	133351426	ENSG00000148303	protein_coding	RPL7A	ENSG00000148303	protein_coding
REPS1	1100.607485	-0.522606267	0.067090302	-7.789594824	6.72E-15	7.68E-14	chr6	138903493	138988261	ENSG00000135597	protein_coding	REPS1	ENSG00000135597	protein_coding
IARS2	7027.627236	-0.262324894	0.033682002	-7.78828096	6.79E-15	7.75E-14	chr1	220094102	220148041	ENSG00000067704	protein_coding	IARS2	ENSG00000067704	protein_coding
MARVELD2	2085.244171	-0.396289531	0.050922037	-7.782279663	7.12E-15	8.12E-14	chr5	69415112	69444330	ENSG00000152939	protein_coding	MARVELD2	ENSG00000152939	protein_coding
ALKBH7	1090.231114	0.586723338	0.075440228	7.7773272	7.41E-15	8.44E-14	chr19	6372433	6375251	ENSG00000125652	protein_coding	ALKBH7	ENSG00000125652	protein_coding
MRPS26	1769.684385	-0.425624906	0.054777914	-7.770009331	7.85E-15	8.92E-14	chr20	3045945	3048254	ENSG00000125901	protein_coding	MRPS26	ENSG00000125901	protein_coding
TBL1X	5045.30787	-0.294444479	0.037899587	-7.769068258	7.91E-15	8.98E-14	chrX	9463295	9719743	ENSG00000101849	protein_coding	TBL1X	ENSG00000101849	protein_coding
MND1	324.9435711	-0.898850889	0.115714747	-7.767816242	7.99E-15	9.06E-14	chr4	153344649	153415118	ENSG00000121211	protein_coding	MND1	ENSG00000121211	protein_coding
ARL6IP1	10693.4975	-0.259127033	0.033379305	-7.763104523	8.29E-15	9.40E-14	chr16	18791667	18801678	ENSG00000170540	protein_coding	ARL6IP1	ENSG00000170540	protein_coding
RPS8	43961.62415	0.233820426	0.030139082	7.758047435	8.62E-15	9.78E-14	chr1	44775251	44778779	ENSG00000142937	protein_coding	RPS8	ENSG00000142937	protein_coding
ZNF337	444.9319962	-0.763533469	0.098444642	-7.75596777	8.77E-15	9.93E-14	chr20	25674215	25696841	ENSG00000130684	protein_coding	ZNF337	ENSG00000130684	protein_coding
RPL12	24441.45341	0.187931711	0.024247301	7.750623756	9.14E-15	1.03E-13	chr9	127447674	127451405	ENSG00000197958	protein_coding	RPL12	ENSG00000197958	protein_coding
RHOB	4025.210265	0.292875103	0.037796614	7.748712624	9.28E-15	1.05E-13	chr2	20447074	20449445	ENSG00000143878	protein_coding	RHOB	ENSG00000143878	protein_coding
SH3BP4	2581.818068	-0.352614508	0.045518748	-7.746577408	9.44E-15	1.07E-13	chr2	234951973	235055714	ENSG00000130147	protein_coding	SH3BP4	ENSG00000130147	protein_coding
RNF208	307.2203984	-0.933876575	0.120556177	-7.746401723	9.45E-15	1.07E-13	chr9	137220247	137221581	ENSG00000212864	protein_coding	RNF208	ENSG00000212864	protein_coding
HIPK3	3127.150431	-0.336709348	0.043487536	-7.742663303	9.74E-15	1.10E-13	chr11	33256672	33357023	ENSG00000110422	protein_coding	HIPK3	ENSG00000110422	protein_coding
PYCR2	2432.054796	-0.35208317	0.045517935	-7.735042709	1.03E-14	1.16E-13	chr1	225919877	225924340	ENSG00000143811	protein_coding	PYCR2	ENSG00000143811	protein_coding
LINC02693	515.2558442	-0.79490093	0.102782565	-7.733810976	1.04E-14	1.17E-13	chr17	21524790	21574458	ENSG00000212719	lncRNA	C17orf51	ENSG00000212719	protein_coding
BMPR1A	1152.935388	-0.477855398	0.061788797	-7.733689884	1.04E-14	1.17E-13	chr10	86756650	86932838	ENSG00000107779	protein_coding	BMPR1A	ENSG00000107779	protein_coding
RNF216	1065.016011	-0.515052858	0.066608971	-7.73248486	1.05E-14	1.18E-13	chr7	5620047	5781739	ENSG00000011275	protein_coding	RNF216	ENSG00000011275	protein_coding
QARS1	5982.75586	0.263959515	0.034137638	7.732213877	1.06E-14	1.19E-13	chr3	49095932	49105135	ENSG00000172053	protein_coding	QARS	ENSG00000172053	protein_coding
ATP6V1E2	232.290212	-1.053966888	0.13631897	-7.731623038	1.06E-14	1.19E-13	chr2	46490750	46542557	ENSG00000250565	protein_coding	ATP6V1E2	ENSG00000250565	protein_coding
BIVM	586.1887083	-0.67958561	0.0879357	-7.72821061	1.09E-14	1.22E-13	chr13	102799049	102841535	ENSG00000134897	protein_coding	BIVM	ENSG00000134897	protein_coding
TGIF1	1023.806013	0.545302062	0.070600407	7.723780727	1.13E-14	1.26E-13	chr18	3411608	3459978	ENSG00000177426	protein_coding	TGIF1	ENSG00000177426	protein_coding
LIG4	1054.846427	0.541802419	0.070170613	7.721215446	1.15E-14	1.29E-13	chr13	108207439	108218368	ENSG00000174405	protein_coding	LIG4	ENSG00000174405	protein_coding
MBNL3	1510.870286	-0.44789819	0.05802635	-7.718875881	1.17E-14	1.31E-13	chrX	132369317	132489968	ENSG00000076770	protein_coding	MBNL3	ENSG00000076770	protein_coding
TBC1D30	2578.265067	-0.357854484	0.046397592	-7.712781396	1.23E-14	1.37E-13	chr12	64781193	64881032	ENSG00000111490	protein_coding	TBC1D30	ENSG00000111490	protein_coding
MRPL40	2200.594088	0.404684219	0.052474059	7.712081407	1.24E-14	1.38E-13	chr22	19431902	19436075	ENSG00000185608	protein_coding	MRPL40	ENSG00000185608	protein_coding
PHGDH	7156.003377	-0.301811672	0.039147823	-7.709539016	1.26E-14	1.41E-13	chr1	119659798	119744215	ENSG00000092621	protein_coding	PHGDH	ENSG00000092621	protein_coding
ANKRD13D	1239.488867	-0.475823834	0.061733965	-7.707650605	1.28E-14	1.43E-13	chr11	67288547	67302485	ENSG00000172932	protein_coding	ANKRD13D	ENSG00000172932	protein_coding
TUSC2	1199.049589	0.473842362	0.061516746	7.702656486	1.33E-14	1.48E-13	chr3	50320027	50328251	ENSG00000114383	protein_coding	TUSC2	ENSG00000114383	protein_coding
CKB	34468.82108	0.209306807	0.027186789	7.698842527	1.37E-14	1.53E-13	chr14	103519659	103523111	ENSG00000166165	protein_coding	CKB	ENSG00000166165	protein_coding
SLU7	2046.509699	0.427081213	0.055511027	7.693628367	1.43E-14	1.59E-13	chr5	160401641	160421711	ENSG00000164609	protein_coding	SLU7	ENSG00000164609	protein_coding
TFRC	36562.01593	0.177488759	0.023069825	7.69354593	1.43E-14	1.59E-13	chr3	196027183	196082189	ENSG00000072274	protein_coding	TFRC	ENSG00000072274	protein_coding
GSK3A	1236.010863	-0.477595782	0.062220615	-7.675844766	1.64E-14	1.82E-13	chr19	42230186	42242625	ENSG00000105723	protein_coding	GSK3A	ENSG00000105723	protein_coding
ACD	369.2757342	-0.827827145	0.107904081	-7.671879884	1.69E-14	1.88E-13	chr16	67657512	67660815	ENSG00000102977	protein_coding	ACD	ENSG00000102977	protein_coding
SELENBP1	6551.226525	0.304992371	0.039758206	7.671180448	1.70E-14	1.89E-13	chr1	151364302	151372733	ENSG00000143416	protein_coding	SELENBP1	ENSG00000143416	protein_coding
GRPEL2	2654.147522	0.38247799	0.049891451	7.666203031	1.77E-14	1.96E-13	chr5	149345430	149354583	ENSG00000164284	protein_coding	GRPEL2	ENSG00000164284	protein_coding
PLXNB2	10201.62973	-0.253695303	0.033104489	-7.663471444	1.81E-14	2.00E-13	chr22	50274979	50307627	ENSG00000196576	protein_coding	PLXNB2	ENSG00000196576	protein_coding
ZNF746	1325.660321	-0.446423454	0.058264295	-7.662041639	1.83E-14	2.02E-13	chr7	149472794	149497817	ENSG00000181220	protein_coding	ZNF746	ENSG00000181220	protein_coding
HNRNPU	29032.41249	-0.219678369	0.028679661	-7.659726768	1.86E-14	2.06E-13	chr1	244851166	244864542	ENSG00000153187	protein_coding	HNRNPU	ENSG00000153187	protein_coding
SMNDC1	2523.622805	-0.367687118	0.04800607	-7.659179677	1.87E-14	2.06E-13	chr10	110290730	110304951	ENSG00000119953	protein_coding	SMNDC1	ENSG00000119953	protein_coding
ACTG1	38516.06212	0.243856779	0.031849766	7.656470123	1.91E-14	2.11E-13	chr17	81509971	81523847	ENSG00000184009	protein_coding	ACTG1	ENSG00000184009	protein_coding
MSH5	761.2332775	-0.694461445	0.09071119	-7.655741776	1.92E-14	2.12E-13	chr6	31739948	31762834	ENSG00000204410	protein_coding	MSH5	ENSG00000204410	protein_coding
DUSP7	719.8699416	-0.614073921	0.080244173	-7.652567168	1.97E-14	2.17E-13	chr3	52048919	52056550	ENSG00000164086	protein_coding	DUSP7	ENSG00000164086	protein_coding
MIEF1	5252.936258	-0.261918911	0.034250418	-7.647174213	2.05E-14	2.26E-13	chr22	39499432	39518132	ENSG00000100335	protein_coding	MIEF1	ENSG00000100335	protein_coding
