gene	deltaEx.x	deltaEx.y	deltaEx_LCL	deltaEx_Fib	start
2558	PSMD10	-0.0570961685160996	0.165240430524627	-0.00887330091532136	0.0209602564724538	108084207
6136	PUDP	0.401430901764244	0.491692569601436	1.00293414076085	1.18335713040698	7048920
6856	RAB33A	0.078034688127958	NA	-0.0305988024150077	-0.251631185147346	130171649
9814	RAB39B	0.0155913941530619	NA	0.00290604680727066	-0.0129033219730307	155258241
5362	RAB9A	-0.0770529316186881	0.0186996610023448	0.0432066501279123	0.173579906855177	13689121
5374	RAP2C	0.070242385871375	0.0836541664423714	-0.0182905009951068	-0.0268153104451512	132203024
21318	RAP2C-AS1	-0.0306646707772664	0.00141329493713439	NA	0.0164135143384465	132217147
2603	RBBP7	-0.0418816614633432	0.0361311654386813	0.00774798755597748	0.292413699679713	16839283
14931	RBM10	0.0177405511909762	-0.0654954268907949	0.0146441647489275	-0.0247611700125636	47144869
2645	RBM3	-0.0602528272710362	0.0905193209441501	-0.0366966484779996	0.0441726660446909	48574449
1836	RBM41	-0.0251351372473403	0.0128524277838876	0.0222259823429459	0.0170946848230172	107064420
8864	RBMX	-0.033695436722715	0.0130847150003652	-0.00500160919226807	0.0102005997968574	136848004
6858	RBMX2	-0.106027711868876	-0.0298399390326027	-0.0498698906046839	-0.0318221802171608	130401969
2597	RENBP	-0.0139160641173747	0.0134225080484187	-0.118941805387073	NA	153935263
27494	RHOXF1-AS1	-0.0314264166823472	NA	NA	NA	120036236
6360	RLIM	0.107719721350369	0.264728763700535	-0.0318046925358143	-0.00307308348351238	74585217
5579	RNF113A	-0.0885069275937052	-0.0210975627067704	0.00200717318584365	-0.0466305484911474	119870475
30852	RP1-172N19.1	-0.0103686807685833	NA	NA	NA	72781883
31055	RP1-172N19.5	0.0370777761295717	NA	NA	NA	72777608
21389	RP1-315G1.3	0.0907796876346731	0.394456873305883	NA	NA	123959233
18570	RP13-297E16.4	0.849357955240507	0.581994646657967	0.953862510748669	NA	1732584
2627	RP2	-0.0341958941677071	0.0653939680601075	-0.0593098933148645	0.00304785571770675	46836940
21114	RP5-1158E12.3	-0.144171066702901	NA	NA	NA	45848074
9864	RPGR	-0.0297201808139009	0.0619465649751464	0.0403136325110089	-0.0114622909925196	38269163
8873	RPL10	-0.0279687434273465	0.124262002964077	0.0193093395175931	-0.00348046074308166	154389955
23537	RPL36A	-0.152980709704415	0.0281853448673088	-0.0401895663660548	-0.0401630623896964	101390824
27144	RPL36A-HNRNPH2	-0.177087542043933	NA	-0.0268214885542147	NA	101391011
17237	RPL39	-0.0748954655125176	0.0865809191078517	-0.00319482549358816	-0.0365766810480632	119786504
16946	RPS4X	0.0877377799600903	0.387863573516569	0.604322143144979	0.428965131903594	72255679
13969	RPS6KA3	0.00169513798219015	0.071550000370393	0.0235122558319389	0.0456436694678622	20149911
1172	RPS6KA6	-0.0741700684781638	0.064190724264975	NA	0.0801094600371215	84058346
1594	RRAGB	-0.0846197807274441	-0.0273191640830167	-0.0340984874126401	-0.0268821251526353	55717739
5192	SASH3	0.00467617982738051	0.0616529021325476	0.0527495694386644	NA	129779979
6147	SAT1	-0.128604132101513	0.0338750507285314	-0.0582261543821138	-0.163502224755549	23783173
624	SCML1	0.00490748485395453	0.00185290002831146	-0.185175615783651	0.0139790127564007	17737449
5580	SEPT6	0.257399055985925	0.0754324582188622	0.288814907110109	0.00913917752871884	119615724
15175	SH2D1A	0.070523074881883	NA	NA	NA	124227868
6349	SH3BGRL	-0.0835814323845097	0.132613778111129	-0.028605770429665	-0.0544524037736851	81201943
8817	SH3KBP1	-0.0393095688341399	0.0699519316357437	0.00222063145041484	-0.0885757179683483	19533975
15618	SHOX	0.0548888585318314	-0.0139750209836804	NA	NA	624344
5818	SLC10A3	0.0230495789663975	-0.0619448932005263	-0.00160466421009974	-0.0374089606511634	154487306
2607	SLC25A14	-0.0809735974524631	-0.0291696902110543	-0.014664136333427	-0.0204767064311262	130339888
1388	SLC25A43	0.0622638384917194	-0.0650352963581494	-0.0200229993136981	0.0338137747391787	119399060
75	SLC25A5	-0.0818607129415307	0.012650234323953	-0.0331784781844244	0.0205684803459739	119468400
18817	SLC25A5-AS1	-0.0864232192436295	NA	NA	NA	119466034
31008	SLC25A53	0.00861073708324479	NA	-0.00138226461473419	NA	104099214
12349	SLC25A6	0.806240716856407	1.02651724932317	1.0206136268766	0.742380277167768	1386152
2611	SLC35A2	0.140668706633333	-0.0774229249360208	-0.0428143803709682	-0.0147749740291637	48903180
374	SLC38A5	-0.0131183960529161	NA	-0.0172367505460552	-0.185602478404928	48458537
17126	SLC9A6	-0.00857969502946015	0.0397976480748286	-0.0358176635970501	0.028391940881516	135985424
947	SLC9A7	-0.0426857273789765	0.120490989893922	-0.010269267482576	0.00398787826274859	46599252
1187	SMC1A	0.344321143098731	0.197727118787868	0.579768416062781	0.426498447846721	53374149
2621	SMS	-0.0207714640380843	0.0396189535883479	-0.0456531905590419	0.0259997659744216	21940573
8846	SNX12	-0.0081382738305259	-0.0313069787794344	-0.0203246708575153	0.0201436751746734	71056332
8823	SPIN2A	-0.200364567783642	NA	NA	NA	57134530
15793	SPIN2B	-0.043874087760432	0.0309313552220082	0.0652629356889751	-0.0211674633915541	57118551
17470	SPIN3	-0.0822785891204316	-0.214008655333317	0.0120826424034506	-0.117333430619069	56976370
14581	SSR4	-0.0489175103928123	0.0576217715443657	0.0349267826767654	-0.0426569917852661	153793516
15989	SSX7	-0.0195702495772259	NA	NA	NA	52644090
2584	STAG2	-0.0399243506744343	0.016686757626937	-0.0187914747133044	0.00312444706048547	123960212
6859	STK26	-0.00603513699666947	0.0652301578830166	-0.0334107786819976	-0.0452670213660408	132023265
2579	SUV39H1	0.0716999207252622	0.000915552700198775	0.0246522859018386	0.0487185882232319	48695554
12521	SYAP1	0.234253204950153	0.184542790378701	0.0954446642363534	0.465799631422243	16719632
2591	SYP	-0.0190137995060002	-0.0640221936304889	NA	NA	49187804
10014	TAB3	-0.0320114649943937	0.132795132259245	-0.0131966521497036	-0.0508065786683257	30827442
21110	TAB3-AS1	0.448157857029803	-0.0310091553105786	0.157742132014735	0.00531542991380713	30834623
8838	TAF1	7.36903739823975e-06	-0.00821695715217988	0.017804926869018	-0.00947725784786267	71366239
15914	TAF9B	0.0205842451983194	0.158543908599297	-0.0186825722167239	-0.00106332661523402	78129748
2616	TAZ	-0.00141308923623614	-0.0614403730571365	0.0119811029929787	0.00199775736639875	154411518
1033	TBC1D25	0.0783166188507303	-0.0415571297421069	-0.0232409325642133	-0.00487741919445726	48539457
6659	TBC1D8B	-0.0427683936807596	0.0680406723858948	-0.205995129325387	-0.117629429508692	106802680
2561	TBL1X	-0.0385085858119716	-0.0297067057987379	-0.0834067862139798	-0.0453857628049744	9463295
13118	TCEAL1	0.0103341697974952	0.163492133863899	0.0127585803781221	0.0122162994002679	103628704
16509	TCEAL3	-0.0313803384562972	0.0398631419592206	0.00301704544755343	0.0383379741005114	103607451
6660	TCEAL4	-0.0559412848299062	0.0768498702251882	-0.0432029835813069	0.0368677500937176	103576231
14597	TCEAL8	-0.0779334673830442	0.0360913060097394	-0.043749822432693	-0.0245273849530392	103252995
13908	TCEANC	-0.057343459081496	0.0203801784761074	0.104748161276309	0.341994744204345	13653189
234	TENM1	0.357571813061693	NA	NA	NA	124375903
1032	TFE3	0.0735255365078311	-0.0350758620699388	0.0173906153425239	0.0439898005626158	49028726
5634	THOC2	-0.123737764371722	-0.072124524016095	-0.00423446124397654	-0.0480864428129966	123600561
5794	TIMM17B	0.0118525617635874	0.0229448019102481	0.0267546209056857	-0.0279200850058747	48893447
5823	TIMM8A	0.00231265358558041	-0.0869567553029361	-0.025110562707725	-0.0341250070757469	101345661
2636	TIMP1	0.158306562351809	0.281556915603113	-0.0603692584984288	0.169814924216303	47582313
180	TKTL1	0.0238261321351856	NA	NA	NA	154295671
10010	TMEM164	0.0034833412902155	-0.0435740246495752	0.0960516064677157	0.0307929016252912	110002631
30975	TMEM185A	-0.039162016250724	-0.0804331573603889	-0.0478666416435054	0.0255447657155384	149596556
14095	TMEM187	-0.0560004251966356	-0.0435419720764214	0.00585762205174597	0.261243544125261	153972327
15623	TMLHE	-0.100359713110541	0.0405908150398039	-0.0032293480228693	0.0414236193413479	155490115
18890	TMLHE-AS1	-0.0723909158884095	0.0133441569237994	NA	NA	155466540
10101	TMSB15B	0.0838184042481421	0.12896552658264	0.0434746560276679	0.132238636554105	103918896
17806	TMSB4X	-0.0871591961463712	0.0262354964655575	0.0212960607925454	0.0498885999736418	12975108
16494	TRAPPC2	0.0347940591479208	-0.0537924932192253	0.13566126027516	0.266220810061817	13712244
15062	TREX2	0.0222429071608836	-0.027166414084383	NA	0.0347937851897502	153444720
16250	TRMT2B	-0.00503160208485348	-0.0745892493820515	0.0481294468892126	0.0218264219920093	101009346
19302	TRMT2B-AS1	-0.0550615229681863	-0.167714582220232	0.0950140332343925	-0.0439453045374655	101043564
10000	TSC22D3	0.0487247645890108	-0.0418326870794841	0.00254227947867706	-0.116871028059539	107713221
31246	TSIX	0.531731147691163	0.416199429386854	NA	NA	73792205
1	TSPAN6	-0.10223729199271	-0.0522132065077475	NA	-0.00900114412227764	100627109
15221	TSPYL2	0.0899354617005611	-0.0438617716291366	-0.0122778027845956	-0.0588496721324989	53082367
10120	TSR2	0.020913448319318	-0.0423601880053931	0.0029546372513922	0.0376283501574796	54440401
1696	TXLNG	0.294875734886623	0.0923207128345862	0.235727885944407	0.532022229711597	16786427
6309	UBA1	0.192457605556448	0.087810610139264	0.154629002322853	0.258298280114231	47190861
1389	UBE2A	-0.0303560908035052	0.112949459093318	0.0235828492426104	0.0355700702316887	119574467
2623	UBL4A	0.0011120488734361	-0.0201727263915938	0.00139494620164513	-0.0204350471203812	154483717
16051	UBQLN2	-0.0482521697040758	-0.0182837349249554	-0.00570960493146678	-0.00134382012311752	56563639
5578	UPF3B	-0.089747830326239	-0.100351542323378	0.00985425270600196	-0.067862877181646	119834022
1996	UPRT	-0.0141339084795565	0.0107855254113839	-0.00957021827225964	0.00587511303948852	75274085
2630	USP11	0.0448502922537016	-0.107022665679239	-0.0575742397125801	-0.0546764562963304	47232690
32279	USP27X	0.099164277374876	NA	-0.018170640855615	0.100485463167585	49879948
5480	USP9X	0.259554682163421	0.141261244412187	0.137455810433557	0.173848532188595	41085635
9907	UTP14A	-0.11723653369585	0.00405830650956187	-0.00558786951766813	-0.069650872509088	129906121
5791	UXT	-0.0626746623464271	0.0712443036140171	-0.0271098661613689	-0.017130600934472	47651798
5459	VAMP7	-0.0578234024847222	0.0335985751710061	-0.031271165457982	-0.0355854330466033	155881293
9813	VBP1	-0.0447662568536193	-0.0223839809827995	-0.0158908124177947	-0.0130361951726562	155197007
10307	VMA21	-0.00290360910890863	0.0635769988879438	-0.00340526026706725	0.0193493643392726	151396515
2557	VSIG1	-0.0521463458208528	NA	NA	NA	108044970
357	WAS	-0.00448739715420393	-0.0539833401803925	0.0261313202852917	NA	48676596
14852	WASH6P	0.0385187366119926	0.0182177241848949	0.0305148945672348	-0.0123002277551026	156020826
2578	WDR13	-0.0114282061573738	0.00363286646137765	0.0141303072514293	-0.0217790962532313	48590042
6418	WDR44	-0.0744118151930412	0.0801055871331718	-0.0126453447179319	-0.0102319408186681	118346073
16647	WDR45	-0.0322986637852397	0.0110238812345955	0.0034731750070045	0.0156314746490986	49071470
625	WWC3	0.0496847079450871	-0.00064010762974255	0.218903248788247	0.133644542158337	10015562
2583	XIAP	-0.0345473919213079	-0.0499520430501685	0.0226069716142732	-0.0381096982940468	123859724
22962	XIAP-AS1	0.0986807495224569	0.00558956437091312	NA	NA	123872626
20556	XIST	1.05612719333488	1.06931883518382	1.15983094798274	1.00045213139369	73820651
14853	XKRX	0.0518400189159669	NA	NA	NA	100913445
14703	YIPF6	-0.0483088150630012	-0.0241719199359198	-0.0370524367711333	-0.051603924347547	68498323
18232	ZBED1	1.07233607175865	0.647867655503213	0.849273215566968	0.719126809974151	2486414
14026	ZBTB33	-0.0478775395641091	0.156710337567101	0.0144813431291074	-0.00425760526109726	120250752
2602	ZC3H12B	-0.016226110949462	NA	NA	NA	65366638
5824	ZC4H2	-0.0933819246529337	-0.167298292215025	-0.00461771640550923	-0.0593560003609372	64915802
11768	ZCCHC18	0.0491895798798205	NA	NA	NA	104112131
16199	ZDHHC9	-0.00680869980520857	0.074645237854805	-0.0419206036259124	-0.00564220147201173	129803288
110	ZFX	0.375743896889794	0.476809000757158	0.452551199950525	0.471192084025251	24149173
21972	ZFX-AS1	3.57041180241842	NA	NA	NA	24146225
11707	ZMAT1	-0.114659213644605	-0.0851501188045043	NA	NA	101882288
8837	ZMYM3	-0.0266075982235898	-0.136337140641088	-0.014023215253742	-0.0561998749483341	71239624
8830	ZNF157	-0.0309376903109792	NA	NA	NA	47370583
8831	ZNF182	-0.0796550685507955	-0.0427744142678552	0.0206079985065939	-0.0106849270354244	47974851
8871	ZNF185	-0.056248417504372	0.116460033074986	NA	0.00690362684418548	152914442
858	ZNF275	0.151936332894691	0.116450274645512	0.0658695213428547	0.0130084236788953	153334155
756	ZNF280C	-0.0497341417885368	NA	0.0132935626710886	-0.052747518233679	130202711
8835	ZNF41	-0.0615398916291834	-0.0514142508578207	0.0139096491947589	-0.0548839011135777	47445879
13280	ZNF449	-0.0424400881391251	0.156148524720945	0.00967825122399533	-0.00802660741013052	135344796
18493	ZNF630	-0.102434155940457	NA	-0.0184212144906441	-0.0594138681645724	47983356
25256	ZNF674	-0.00148409261935485	0.00650725358806452	-0.0119897011258745	-0.0602874863958752	46497727
20891	ZNF674-AS1	-0.0143647732010007	0.10741044433984	NA	0.0210797599000126	46545493
15713	ZNF75D	0.00781628474765651	0.286962827782071	0.0437610452405943	0.0136525446802939	135248920
16866	ZNF81	-0.0212239365062932	-0.0978157851468962	-0.0136233591294457	-0.0525630212041847	47836902
12390	ZRSR2	0.32896467772858	0.0766560603439772	0.398511890511611	0.57097019848813	15790472
17001	ZXDA	0.0416869460693864	NA	NA	0.00164440745640313	57906708
17057	ZXDB	0.12025907381008	0.0475540167069868	0.105727264457193	0.00680111037033188	57591652
626	ARHGAP6	NA	-0.0237576794128056	-0.143559786539855	NA	11137543
5821	ARMCX1	NA	-0.141411116337109	-0.30195632895151	0.0215070226606119	101550531
13992	BEND2	NA	-0.183281178166493	NA	NA	18162931
12850	CLCN5	NA	-0.045313598500732	-0.0622691072355203	-0.0753549308532291	49922615
30661	FMR1-AS1	NA	-0.0504874254036926	NA	NA	147909431
2619	GATA1	NA	-0.0598692217930457	NA	NA	48786554
12927	GPR34	NA	0.443207267785624	NA	NA	41688973
11421	HDX	NA	-0.0841117495981084	-0.131304947546297	-0.0627810965958206	84317874
5458	IQSEC2	NA	0.126973830883183	NA	0.0279524534666233	53232876
2605	KCND1	NA	-0.0883686739960312	NA	-0.113185448273274	48961378
20793	LINC00102	NA	0.689783847089267	NA	NA	2612988
17670	LINC01545	NA	0.118452801336793	NA	NA	46887417
30916	MAGIX	NA	-0.0156437871589532	NA	NA	49162564
22091	MED14OS	NA	0.0692132044369509	0.119669230775792	0.174617497616581	40735400
16080	NHS	NA	0.143855499405394	NA	0.010688346365991	17375420
2631	PCYT1B	NA	-0.0591920448486478	NA	NA	24558087
12519	REPS2	NA	-0.00745167487983227	NA	NA	16946691
23710	RGAG4	NA	-0.115154559909008	NA	0.16911666931466	72127110
32419	RP6-159A1.4	NA	0.154924808549112	NA	NA	66015461
14375	SLITRK4	NA	0.060173004611219	NA	NA	143622790
16005	SOWAHD	NA	0.153492135874386	0.0918697961168054	NA	119758613
6144	STARD8	NA	0.240303406799393	NA	0.139159610503939	68647666
2560	STS	NA	0.0534111398408191	0.782632522072713	0.765955676165179	7219456
2648	SYTL4	NA	-0.095199948717629	NA	0.0269055951148932	100674491
16557	TLR7	NA	0.0432327449808636	0.0724864815713522	NA	12867083
2574	TLR8	NA	0.0532551256567948	NA	NA	12906620
21486	U52111.14	NA	-0.00323613962982984	NA	NA	153735626
9781	VSIG4	NA	0.551434798385343	NA	NA	66021738
15447	WBP5	NA	-0.0454954505857019	-0.24282462614231	-0.00221934359496354	103356445
621	XK	NA	-0.286537767479678	NA	NA	37685759
9816	AFF2	NA	NA	NA	0.0689801747343966	148500619
5729	AMOT	NA	NA	NA	-0.0101772905404497	112774503
12344	AR	NA	NA	NA	-0.0500841835669979	67544032
6661	BEX1	NA	NA	NA	8.73357448383802	103062651
14854	BGN	NA	NA	NA	-0.064261235961485	153494939
17229	BHLHB9	NA	NA	NA	0.0302380847088051	102720688
33686	CDR1	NA	NA	NA	-0.184205264981003	140782405
17252	DMD	NA	NA	0.0352072445508372	-0.194136074909432	31097677
6331	EDA2R	NA	NA	0.0106463233515769	-0.0692082942176567	66595637
15817	ERCC6L	NA	NA	0.0383177511327994	0.0345334946338045	72204657
17988	FAM127C	NA	NA	NA	-0.0530420971944811	135020504
14679	FANCB	NA	NA	0.00549898131755412	-0.0284909213125143	14843407
2638	GABRE	NA	NA	NA	-0.118232663597152	151953124
1348	GPC4	NA	NA	NA	-0.0457975142345608	133300103
15219	GPR173	NA	NA	NA	-0.0696144757353715	53049091
5633	GRIA3	NA	NA	NA	0.0367323029676785	123184153
5727	GRPR	NA	NA	NA	0.348429193041851	16123556
22344	GS1-600G8.5	NA	NA	0.706196499668924	NA	13266048
763	GYG2	NA	NA	NA	0.194636786484506	2828788
1830	HEPH	NA	NA	NA	-0.118329913188171	66162549
5347	IL13RA2	NA	NA	NA	0.71001572068973	115003975
5460	IL9R	NA	NA	-0.150478606651959	NA	155997581
2628	JADE3	NA	NA	-0.14538259755206	0.127479271415271	46912276
1890	KIF4A	NA	NA	-0.00111749342376908	0.0513171962386312	70290090
17380	LINC00632	NA	NA	NA	-0.08076062193304	140709767
20478	LINC01204	NA	NA	NA	0.0752940953598562	45505388
6167	LRCH2	NA	NA	NA	-0.0932565223049421	115110616
342	MAMLD1	NA	NA	NA	0.0444756714912277	150361422
15259	MAP7D2	NA	NA	1.03341409263893	NA	20006713
2565	MID1	NA	NA	NA	-0.0679753150173338	10445310
18646	MIR503HG	NA	NA	NA	-0.141048923108576	134543337
2556	MXRA5	NA	NA	NA	-0.0342495191423654	3308565
5271	NUDT10	NA	NA	NA	-0.0232945121424158	51332231
16459	NUDT11	NA	NA	NA	-0.0242698834211181	51490011
13525	PABPC5	NA	NA	NA	0.0198100146672938	91434595
996	PHKA1	NA	NA	NA	1.06479147715262	72578814
1745	PIR	NA	NA	0.0383841427637992	-0.0431330375526113	15384799
2595	PLS3	NA	NA	-0.175122722383325	0.0889997998704772	115561174
17153	PLXNB3	NA	NA	NA	0.0118314001508925	153764196
6308	PRRG1	NA	NA	NA	-0.055071656512528	37349275
6310	RGN	NA	NA	NA	0.585253786752355	47078355
6657	RNF128	NA	NA	NA	-0.184103485659746	106693794
21926	RP11-120D5.1	NA	NA	-0.00459701167855114	NA	10847877
2610	SCML2	NA	NA	NA	0.0663236762667519	18239314
8828	SLC16A2	NA	NA	NA	0.13156800219564	74421461
6288	SLC6A8	NA	NA	0.0434420548421729	0.199589371409761	153688099
2599	SMARCA1	NA	NA	NA	-0.0349343712602728	129446501
15340	SMIM10	NA	NA	NA	0.0229133344989924	134990938
15791	SPIN4	NA	NA	0.0209183189619174	-0.054638218140455	63347228
2581	SRPX	NA	NA	NA	-0.0781329177404426	38149336
2647	SRPX2	NA	NA	NA	-0.0243751610368667	100644218
14942	TCEAL7	NA	NA	NA	0.224832285638385	103330196
8818	TMEM47	NA	NA	NA	0.0169796465366097	34627064
10077	TMSB15A	NA	NA	NA	-0.135861681785154	102513676
1006	TRO	NA	NA	-0.0604058853826795	-0.187082901371536	54920462
5461	XG	NA	NA	NA	0.130616623744411	2752050
5191	XPNPEP2	NA	NA	NA	-0.130669114069956	129738974
20876	YY2	NA	NA	NA	0.0518708087265874	21855987
8850	ZNF711	NA	NA	-0.218516080025932	-0.387113518822839	85244032
